0,player,node,faction,controlvalue,controlled
56.000000,9,1,84.000000,false
56.000000,10,1,51.000000,false
56.000000,11,0,442.000000,false
57.000000,5,0,53.000000,false
57.000000,7,0,98.000000,false
57.000000,10,1,83.000000,false
57.000000,11,0,436.000000,false
58.000000,7,0,104.000000,true
58.000000,11,0,430.000000,false
59.000000,3,0,92.000000,false
59.000000,11,0,424.000000,false
60.000000,4,0,18.000000,false
60.000000,5,0,37.000000,false
60.000000,10,0,81.000000,false
60.000000,11,0,418.000000,false
61.000000,4,0,24.000000,false
61.000000,10,0,79.000000,false
61.000000,11,0,412.000000,false
62.000000,4,0,30.000000,false
63.000000,4,0,36.000000,false
63.000000,7,1,92.000000,false
64.000000,4,0,42.000000,false
64.000000,11,1,436.000000,false
65.000000,3,0,100.000000,true
65.000000,7,1,76.000000,false
65.000000,8,0,84.000000,false
65.000000,10,0,73.000000,false
65.000000,11,1,460.000000,false
66.000000,5,1,45.000000,false
66.000000,9,1,100.000000,true
66.000000,10,0,67.000000,false
66.000000,11,1,484.000000,false
67.000000,11,1,508.000000,true
68.000000,2,1,88.000000,false
68.000000,10,0,63.000000,false
69.000000,7,0,84.000000,false
69.000000,8,1,92.000000,false
69.000000,10,0,59.000000,false
70.000000,2,0,104.000000,true
70.000000,5,0,29.000000,false
70.000000,8,1,100.000000,true
70.000000,10,0,55.000000,false
71.000000,5,0,13.000000,false
71.000000,7,1,68.000000,false
72.000000,4,0,50.000000,false
72.000000,5,0,3.000000,false
72.000000,7,1,52.000000,false
72.000000,9,0,94.000000,false
72.000000,10,1,63.000000,false
73.000000,4,0,58.000000,false
73.000000,5,0,19.000000,false
73.000000,9,0,88.000000,false
73.000000,10,1,87.000000,false
74.000000,4,0,75.000000,false
74.000000,5,0,35.000000,false
74.000000,7,0,54.000000,false
74.000000,9,0,82.000000,false
75.000000,4,0,92.000000,false
75.000000,5,0,51.000000,false
75.000000,7,0,56.000000,false
75.000000,10,1,111.000000,true
76.000000,4,0,101.000000,true
76.000000,5,0,67.000000,false
76.000000,6,0,84.000000,false
77.000000,6,0,68.000000,false
79.000000,5,1,61.000000,false
80.000000,5,1,55.000000,false
80.000000,7,0,64.000000,false
81.000000,5,1,49.000000,false
82.000000,5,1,43.000000,false
82.000000,6,1,76.000000,false
83.000000,6,1,84.000000,false
84.000000,6,1,92.000000,false
85.000000,6,1,100.000000,true
85.000000,7,0,72.000000,false
86.000000,7,1,56.000000,false
86.000000,9,1,88.000000,false
87.000000,7,1,40.000000,false
87.000000,9,1,94.000000,false
88.000000,9,1,100.000000,true
89.000000,7,0,48.000000,false
90.000000,7,0,56.000000,false
91.000000,7,0,64.000000,false
92.000000,7,0,76.000000,false
93.000000,5,0,44.000000,false
93.000000,7,0,88.000000,false
94.000000,5,0,45.000000,false
94.000000,7,0,100.000000,true
95.000000,5,0,46.000000,false
96.000000,5,0,47.000000,false
97.000000,5,0,48.000000,false
101.000000,5,1,36.000000,false
102.000000,5,1,31.000000,false
102.000000,9,0,84.000000,false
103.000000,5,1,26.000000,false
103.000000,9,0,68.000000,false
104.000000,5,1,21.000000,false
104.000000,7,1,84.000000,false
104.000000,9,0,52.000000,false
105.000000,5,1,16.000000,false
105.000000,9,0,36.000000,false
106.000000,5,1,11.000000,false
106.000000,9,0,8.000000,false
107.000000,9,0,4.000000,false
109.000000,6,0,91.000000,false
110.000000,6,0,82.000000,false
110.000000,9,1,1.000000,false
111.000000,5,1,4.000000,false
111.000000,9,1,6.000000,false
112.000000,5,1,3.000000,false
112.000000,9,1,17.000000,false
113.000000,7,0,108.000000,true
113.000000,9,1,28.000000,false
114.000000,9,1,34.000000,false
115.000000,9,1,40.000000,false
116.000000,5,0,13.000000,false
116.000000,6,1,87.000000,false
117.000000,6,1,92.000000,false
118.000000,5,1,5.000000,false
118.000000,6,1,97.000000,false
119.000000,5,1,3.000000,false
119.000000,6,1,102.000000,true
119.000000,9,0,36.000000,false
120.000000,5,1,11.000000,false
120.000000,9,0,32.000000,false
121.000000,5,1,19.000000,false
121.000000,7,1,84.000000,false
121.000000,9,0,28.000000,false
121.000000,10,0,92.000000,false
122.000000,7,1,68.000000,false
122.000000,10,0,84.000000,false
123.000000,7,1,52.000000,false
123.000000,10,0,76.000000,false
124.000000,5,1,25.000000,false
124.000000,7,1,36.000000,false
124.000000,9,1,44.000000,false
124.000000,10,0,68.000000,false
125.000000,3,1,95.000000,false
125.000000,5,1,31.000000,false
125.000000,7,1,20.000000,false
125.000000,9,1,60.000000,false
125.000000,10,0,60.000000,false
126.000000,3,0,111.000000,true
126.000000,5,1,37.000000,false
126.000000,7,1,4.000000,false
127.000000,5,1,43.000000,false
128.000000,2,1,95.000000,false
128.000000,5,1,49.000000,false
128.000000,7,0,13.000000,false
129.000000,2,1,90.000000,false
129.000000,5,1,55.000000,false
129.000000,7,0,22.000000,false
130.000000,2,1,85.000000,false
130.000000,5,1,61.000000,false
130.000000,7,0,31.000000,false
131.000000,2,1,80.000000,false
131.000000,5,1,68.000000,false
131.000000,7,0,40.000000,false
132.000000,2,1,75.000000,false
132.000000,5,1,75.000000,false
132.000000,7,0,49.000000,false
132.000000,9,0,52.000000,false
132.000000,10,1,72.000000,false
133.000000,2,1,70.000000,false
133.000000,5,1,82.000000,false
133.000000,7,0,58.000000,false
133.000000,9,0,44.000000,false
133.000000,10,1,84.000000,false
134.000000,2,1,65.000000,false
134.000000,7,0,67.000000,false
134.000000,9,0,36.000000,false
134.000000,10,1,96.000000,false
135.000000,2,1,60.000000,false
135.000000,5,0,66.000000,false
135.000000,8,0,92.000000,false
135.000000,9,0,28.000000,false
135.000000,10,1,108.000000,true
136.000000,2,0,68.000000,false
136.000000,9,0,20.000000,false
138.000000,5,0,50.000000,false
138.000000,8,1,115.000000,true
139.000000,5,0,34.000000,false
139.000000,9,1,25.000000,false
140.000000,5,0,18.000000,false
141.000000,5,0,10.000000,false
144.000000,3,1,86.000000,false
144.000000,7,1,55.000000,false
144.000000,9,1,32.000000,false
145.000000,3,1,72.000000,false
145.000000,5,0,2.000000,false
145.000000,9,1,39.000000,false
146.000000,3,1,58.000000,false
146.000000,5,0,6.000000,false
147.000000,10,0,91.000000,false
148.000000,9,0,31.000000,false
148.000000,10,0,82.000000,false
149.000000,7,0,63.000000,false
149.000000,10,0,73.000000,false
150.000000,7,0,71.000000,false
