0,player,node,faction,controlvalue,controlled
4.000000,2,0,8.000000,false
4.000000,8,1,8.000000,false
5.000000,4,0,8.000000,false
5.000000,8,1,16.000000,false
6.000000,4,0,16.000000,false
7.000000,3,0,8.000000,false
7.000000,4,0,40.000000,false
7.000000,10,1,16.000000,false
8.000000,3,0,16.000000,false
8.000000,4,0,64.000000,false
8.000000,8,1,36.000000,false
8.000000,9,1,8.000000,false
8.000000,10,1,40.000000,false
9.000000,2,0,24.000000,false
9.000000,4,0,108.000000,true
9.000000,8,1,64.000000,false
9.000000,10,1,80.000000,false
10.000000,2,0,40.000000,false
10.000000,8,1,92.000000,false
10.000000,10,1,128.000000,true
11.000000,2,0,72.000000,false
11.000000,8,1,120.000000,true
12.000000,2,0,88.000000,false
12.000000,7,0,8.000000,false
13.000000,2,0,104.000000,true
13.000000,6,1,7.000000,false
13.000000,7,0,16.000000,false
14.000000,5,1,8.000000,false
14.000000,6,1,14.000000,false
14.000000,7,0,24.000000,false
15.000000,3,0,24.000000,false
15.000000,5,1,16.000000,false
15.000000,6,1,21.000000,false
15.000000,7,0,40.000000,false
16.000000,3,0,48.000000,false
16.000000,5,1,24.000000,false
16.000000,7,0,68.000000,false
16.000000,9,1,24.000000,false
17.000000,3,0,72.000000,false
17.000000,5,1,32.000000,false
17.000000,7,0,88.000000,false
17.000000,9,1,44.000000,false
18.000000,3,0,96.000000,false
18.000000,5,1,40.000000,false
18.000000,7,0,108.000000,true
18.000000,9,1,71.000000,false
19.000000,3,0,120.000000,true
19.000000,5,1,48.000000,false
19.000000,9,1,110.000000,true
20.000000,5,1,64.000000,false
21.000000,5,1,80.000000,false
22.000000,5,1,96.000000,false
23.000000,5,1,112.000000,true
23.000000,7,1,84.000000,false
24.000000,7,1,61.000000,false
25.000000,7,1,26.000000,false
25.000000,10,0,92.000000,false
26.000000,10,0,84.000000,false
31.000000,4,1,92.000000,false
32.000000,4,1,84.000000,false
32.000000,10,1,100.000000,true
33.000000,4,1,76.000000,false
34.000000,4,1,68.000000,false
35.000000,7,0,40.000000,false
36.000000,5,0,77.000000,false
36.000000,7,0,54.000000,false
37.000000,3,1,92.000000,false
37.000000,7,0,62.000000,false
38.000000,5,1,101.000000,true
39.000000,3,0,108.000000,true
39.000000,10,0,94.000000,false
40.000000,6,1,29.000000,false
40.000000,10,0,88.000000,false
41.000000,4,1,60.000000,false
41.000000,6,1,37.000000,false
41.000000,7,0,74.000000,false
41.000000,10,0,82.000000,false
42.000000,4,1,52.000000,false
42.000000,6,1,45.000000,false
42.000000,7,0,86.000000,false
42.000000,10,0,76.000000,false
43.000000,4,1,44.000000,false
43.000000,5,0,84.000000,false
43.000000,6,1,53.000000,false
43.000000,7,0,98.000000,false
43.000000,10,0,70.000000,false
44.000000,4,1,36.000000,false
44.000000,5,0,68.000000,false
44.000000,6,1,61.000000,false
44.000000,7,0,110.000000,true
44.000000,9,0,84.000000,false
44.000000,10,0,57.000000,false
45.000000,4,1,16.000000,false
45.000000,9,0,68.000000,false
45.000000,10,0,44.000000,false
46.000000,4,1,8.000000,false
46.000000,9,0,52.000000,false
46.000000,10,0,31.000000,false
47.000000,6,1,69.000000,false
47.000000,10,0,25.000000,false
48.000000,6,1,77.000000,false
48.000000,9,0,36.000000,false
48.000000,10,0,19.000000,false
49.000000,4,0,20.000000,false
49.000000,6,1,85.000000,false
50.000000,6,1,93.000000,false
51.000000,5,0,61.000000,false
51.000000,6,1,101.000000,true
51.000000,7,1,92.000000,false
51.000000,9,1,44.000000,false
51.000000,11,0,493.000000,false
52.000000,9,1,52.000000,false
52.000000,11,0,480.000000,false
53.000000,9,1,60.000000,false
53.000000,11,0,467.000000,false
54.000000,3,1,84.000000,false
54.000000,9,1,68.000000,false
54.000000,11,0,454.000000,false
55.000000,9,1,76.000000,false
55.000000,10,1,35.000000,false
55.000000,11,0,448.000000,false
56.000000,4,1,12.000000,false
