1,random_actions,random_actions,1,1,5,7
2,random_actions,random_actions,1,1,6,5
3,random_actions,random_actions,1,0,8,6
4,random_actions,random_actions,1,0,8,6
5,random_actions,random_actions,1,0,6,8
6,random_actions,random_actions,1,1,6,9
7,random_actions,random_actions,1,0,8,6
8,random_actions,random_actions,1,1,6,9
9,random_actions,random_actions,1,0,8,5
10,random_actions,random_actions,1,1,8,7
11,random_actions,random_actions,1,0,5,4
12,random_actions,random_actions,1,1,4,8
13,random_actions,random_actions,1,1,6,8
14,random_actions,random_actions,1,1,5,7
15,random_actions,random_actions,1,1,4,7
16,random_actions,random_actions,1,0,7,4
17,random_actions,random_actions,1,0,7,4
18,random_actions,random_actions,1,0,8,5
19,random_actions,random_actions,1,1,6,8
20,random_actions,random_actions,1,1,7,6
21,random_actions,random_actions,1,0,7,6
22,random_actions,random_actions,1,0,8,6
23,random_actions,random_actions,1,0,6,6
24,random_actions,random_actions,1,0,9,3
25,random_actions,random_actions,1,0,7,8
26,random_actions,random_actions,1,1,2,10
27,random_actions,random_actions,1,0,9,5
28,random_actions,random_actions,1,0,6,6
29,random_actions,random_actions,1,1,7,7
30,random_actions,random_actions,1,0,4,7
31,random_actions,random_actions,1,0,6,6
32,random_actions,random_actions,1,0,6,8
33,random_actions,random_actions,1,0,8,4
34,random_actions,random_actions,1,1,8,6
35,random_actions,random_actions,1,0,7,4
36,random_actions,random_actions,1,1,5,8
37,random_actions,random_actions,1,1,5,9
38,random_actions,random_actions,1,1,4,4
39,random_actions,random_actions,1,0,5,5
40,random_actions,random_actions,1,0,11,3
41,random_actions,random_actions,1,0,8,3
42,random_actions,random_actions,1,0,7,4
43,random_actions,random_actions,1,1,7,8
44,random_actions,random_actions,1,1,5,7
45,random_actions,random_actions,1,0,9,7
46,random_actions,random_actions,1,0,5,7
47,random_actions,random_actions,1,0,6,5
48,random_actions,random_actions,1,1,4,7
49,random_actions,random_actions,1,0,6,5
50,random_actions,random_actions,1,0,5,6
51,random_actions,random_actions,1,1,5,6
52,random_actions,random_actions,1,0,10,6
53,random_actions,random_actions,1,1,4,8
54,random_actions,random_actions,1,0,9,6
55,random_actions,random_actions,1,0,9,5
56,random_actions,random_actions,1,0,6,7
57,random_actions,random_actions,1,1,5,9
58,random_actions,random_actions,1,0,6,4
