395,random_actions,random_actions,150,1,0,1895,1656,0,56,108,0,1.7714289426803589,\N,\N,\N,\N,1,0,\N,\N,\N,\N,1,1.7714289426803589
413,random_actions,random_actions,150,1,0,1671,1212,0,147,100,2.1880702495574953,1.4242690205574036,5,2.1880702495574953,6,1.4242690205574036,\N,\N,\N,\N,\N,\N,\N,\N
440,random_actions,random_actions,150,1,1,761,1376,1,137,115,0.6857140064239502,0,\N,\N,\N,\N,\N,\N,1,0,1,0.6857140064239502,\N,\N
442,random_actions,random_actions,150,1,0,1744,757,1,121,108,0.6480000019073486,1.7619048357009888,\N,\N,\N,\N,\N,\N,\N,\N,5,0.6480000019073486,6,1.7619048357009888
451,random_actions,random_actions,150,1,0,1632,904,0,128,100,0,2.670175075531006,\N,\N,1,2.670175075531006,\N,\N,\N,\N,1,0,\N,\N
464,random_actions,random_actions,150,1,0,1155,647,0,131,104,1.245613972345988,0.619863993355206,6,1.245613972345988,\N,\N,\N,\N,\N,\N,\N,\N,7,0.619863993355206
466,random_actions,random_actions,150,1,0,1944,1577,0,99,125,0.10000000149011612,1.5165713906288147,4,0.10000000149011612,\N,\N,\N,\N,\N,\N,\N,\N,5,1.5165713906288147
480,random_actions,random_actions,150,1,0,1231,1038,0,119,101,0,2.0140349864959717,\N,\N,1,2.0140349864959717,1,0,\N,\N,\N,\N,\N,\N
487,random_actions,random_actions,150,1,1,785,1616,0,69,100,0.22499999403953552,0.9466666579246521,\N,\N,\N,\N,\N,\N,3,0.9466666579246521,4,0.22499999403953552,\N,\N
493,random_actions,random_actions,150,1,1,633,1415,1,97,118,1.4108773171901703,0.14000000059604645,3,1.6350879669189453,\N,\N,\N,\N,6,0.14000000059604645,3,1.1866666674613953,\N,\N
495,random_actions,random_actions,150,1,1,1524,1877,0,121,104,0.8632652844701495,0.8317005634307861,\N,\N,\N,\N,\N,\N,\N,\N,7,0.8632652844701495,7,0.8317005634307861
499,random_actions,random_actions,150,1,0,868,687,0,140,100,0.38000000864267347,1.3133331775665282,\N,\N,5,1.3133331775665282,\N,\N,\N,\N,5,0.38000000864267347,\N,\N
519,random_actions,random_actions,150,1,1,1509,2142,0,140,100,0,2.303508996963501,\N,\N,1,2.303508996963501,\N,\N,\N,\N,2,0,\N,\N
524,random_actions,random_actions,150,1,1,839,910,1,127,100,1.2945419947306316,1.0410526037216186,9,1.2945419947306316,5,1.0410526037216186,\N,\N,\N,\N,\N,\N,\N,\N
527,random_actions,random_actions,150,1,1,1452,1995,0,43,102,0,2.5999999046325684,\N,\N,1,2.5999999046325684,2,0,\N,\N,\N,\N,\N,\N
529,random_actions,random_actions,150,1,0,1347,1089,0,88,100,0.35200000554323196,0.8469047397375107,\N,\N,\N,\N,5,0.35200000554323196,\N,\N,\N,\N,4,0.8469047397375107
575,random_actions,random_actions,150,1,0,1249,1117,0,99,108,0.9055920126847923,1.3343358465603419,8,0.9055920126847923,7,1.3343358465603419,\N,\N,\N,\N,\N,\N,\N,\N
578,random_actions,random_actions,150,1,1,1399,1524,0,84,104,0,0.8174999952316284,\N,\N,\N,\N,4,0,4,0.8174999952316284,\N,\N,\N,\N
638,random_actions,random_actions,150,1,1,1313,1589,1,110,120,0.3366666665921609,2.1500001748402915,\N,\N,6,2.1500001748402915,\N,\N,\N,\N,6,0.3366666665921609,\N,\N
646,random_actions,random_actions,150,1,1,1521,1768,0,134,108,0,1.119047999382019,\N,\N,\N,\N,1,0,\N,\N,\N,\N,1,1.119047999382019
647,random_actions,random_actions,150,1,1,499,1957,1,146,111,0.49333319142460824,0.22309950242439905,1,1.5666669607162476,6,0.22309950242439905,4,0.2249997491016984,\N,\N,\N,\N,\N,\N
650,random_actions,random_actions,150,1,1,320,1363,1,72,133,0.8833333353201548,0.4957142951233046,\N,\N,\N,\N,\N,\N,7,0.4957142951233046,6,0.8833333353201548,\N,\N
668,random_actions,random_actions,150,1,0,1584,994,0,104,100,1.2866665601730347,2.5888888438542685,5,1.2866665601730347,6,2.5888888438542685,\N,\N,\N,\N,\N,\N,\N,\N
704,random_actions,random_actions,150,1,0,1813,1356,0,97,118,0,1.1623086482286453,3,0,\N,\N,\N,\N,1,0.21454499661922455,\N,\N,2,1.6361904740333557
713,random_actions,random_actions,150,1,1,587,1365,0,133,104,0.7687618017196656,1.3029241859912872,\N,\N,6,1.3029241859912872,\N,\N,\N,\N,5,0.7687618017196656,\N,\N
743,random_actions,random_actions,150,1,0,1575,1248,0,145,108,0,0.8361899852752686,1,0,\N,\N,\N,\N,\N,\N,\N,\N,1,0.8361899852752686
769,random_actions,random_actions,150,1,1,1172,1658,0,141,108,0,0.8868420124053955,\N,\N,1,0.8868420124053955,\N,\N,\N,\N,1,0,\N,\N
771,random_actions,random_actions,150,1,1,761,1338,0,66,114,2.599999984105428,2.323999980837107,6,2.599999984105428,4,2.899999976158142,\N,\N,1,0.019999999552965164,\N,\N,\N,\N
781,random_actions,random_actions,150,1,0,1653,1384,0,128,100,1.5283334016799928,2.0800000190734864,5,1.5283334016799928,5,2.0800000190734864,\N,\N,\N,\N,\N,\N,\N,\N
785,random_actions,random_actions,150,1,0,1000,807,1,112,108,1.399999976158142,0.5443808007985353,\N,\N,\N,\N,\N,\N,\N,\N,4,1.399999976158142,5,0.5443808007985353
794,random_actions,random_actions,150,1,0,1725,946,0,138,112,0.21111100415388742,1.5619049866994221,3,0.21111100415388742,\N,\N,\N,\N,\N,\N,\N,\N,3,1.5619049866994221
854,random_actions,random_actions,150,1,0,1968,710,0,83,100,0.10999999940395355,0.5320000007748604,\N,\N,\N,\N,4,0.10999999940395355,5,0.5320000007748604,\N,\N,\N,\N
894,random_actions,random_actions,150,1,0,1435,412,0,51,100,1.9070173104604085,0.7100000083446503,6,1.9070173104604085,\N,\N,\N,\N,4,0.7100000083446503,\N,\N,\N,\N
903,random_actions,random_actions,150,1,1,535,2175,1,106,100,1.200000007947286,0.6476189978420734,6,1.200000007947286,\N,\N,\N,\N,\N,\N,\N,\N,6,0.6476189978420734
911,random_actions,random_actions,150,1,0,1057,821,0,144,100,0.5090476628392935,1.0416665077209473,\N,\N,\N,\N,\N,\N,\N,\N,6,0.5090476628392935,4,1.0416665077209473
951,random_actions,random_actions,150,1,0,1987,1336,0,118,101,0,0.3057145029306412,2,0,\N,\N,\N,\N,1,0.4000000059604645,\N,\N,1,0.21142899990081787
961,random_actions,random_actions,150,1,1,1270,2331,0,97,102,1.1302857995033264,0.3412244234766279,\N,\N,\N,\N,\N,\N,5,0.35199999511241914,5,1.1302857995033264,2,0.3142854943871498
965,random_actions,random_actions,150,1,1,879,1242,0,135,100,1.375,1.4780952215194703,4,1.375,\N,\N,\N,\N,\N,\N,\N,\N,5,1.4780952215194703
983,random_actions,random_actions,150,1,0,1961,724,0,44,126,0,1.885714054107666,\N,\N,\N,\N,1,0,\N,\N,\N,\N,1,1.885714054107666
999,random_actions,random_actions,150,1,1,1518,1586,0,114,108,0,0.46000000834465027,\N,\N,\N,\N,2,0,2,0.46000000834465027,\N,\N,\N,\N
1003,random_actions,random_actions,150,1,1,572,1967,0,137,104,1.8826757818460464,2.666666793823242,8,1.8826757818460464,5,2.666666793823242,\N,\N,\N,\N,\N,\N,\N,\N
1018,random_actions,random_actions,150,1,1,642,1598,1,127,102,1.1029238104820251,2.6287717819213867,6,1.1029238104820251,5,2.6287717819213867,\N,\N,\N,\N,\N,\N,\N,\N
1021,random_actions,random_actions,150,1,1,1103,1427,0,82,120,0,1.3071430325508118,\N,\N,\N,\N,\N,\N,\N,\N,2,0,2,1.3071430325508118
1031,random_actions,random_actions,150,1,0,1711,1452,1,146,108,0.9466667890548706,0.7824561953544616,\N,\N,5,0.7824561953544616,\N,\N,\N,\N,5,0.9466667890548706,\N,\N
1042,random_actions,random_actions,150,1,0,1276,1225,0,125,132,0,0.855006992816925,3,0,\N,\N,\N,\N,1,0.6545450091362,\N,\N,2,0.9552379846572876
1065,random_actions,random_actions,150,1,1,493,789,0,126,108,0.21333350241184235,1.942857027053833,\N,\N,\N,\N,\N,\N,\N,\N,2,0.21333350241184235,2,1.942857027053833
1066,random_actions,random_actions,150,1,0,1655,630,0,144,104,0,0.8333330154418945,\N,\N,\N,\N,\N,\N,\N,\N,1,0,1,0.8333330154418945
1072,random_actions,random_actions,150,1,0,1983,1138,0,102,108,0,2.5770833492279053,\N,\N,4,2.5770833492279053,4,0,\N,\N,\N,\N,\N,\N
1074,random_actions,random_actions,150,1,0,935,904,0,50,100,1.031579002737999,1.548333391547203,9,1.031579002737999,3,2.7555557092030845,\N,\N,5,0.8240000009536743,\N,\N,\N,\N
1079,random_actions,random_actions,150,1,0,1775,1352,0,119,116,0,2.7991226514180503,3,0,3,2.7991226514180503,\N,\N,\N,\N,\N,\N,\N,\N
1088,random_actions,random_actions,150,1,0,1944,1696,0,111,106,0.006666666517655055,2.238011678059896,\N,\N,3,2.238011678059896,3,0.006666666517655055,\N,\N,\N,\N,\N,\N
1092,random_actions,random_actions,150,1,0,1380,396,0,129,108,0,0.3219049870967865,\N,\N,\N,\N,\N,\N,\N,\N,1,0,1,0.3219049870967865
1093,random_actions,random_actions,150,1,1,724,1871,0,41,106,0.8250000029802322,0.8266666630903879,\N,\N,\N,\N,\N,\N,6,0.8266666630903879,4,0.8250000029802322,\N,\N
1122,random_actions,random_actions,150,1,1,759,1732,1,135,106,0.2584126712754369,1.0728069841861725,\N,\N,4,1.0728069841861725,\N,\N,\N,\N,6,0.2584126712754369,\N,\N
1129,random_actions,random_actions,150,1,1,885,1617,0,82,109,0.4315789969904082,1.695210599899292,7,0.4315789969904082,3,2.198684334754944,\N,\N,2,0.9399999976158142,\N,\N,\N,\N
1136,random_actions,random_actions,150,1,0,1596,691,0,143,100,0.16973674250766635,2.1111112435658774,4,0.16973674250766635,3,2.1111112435658774,\N,\N,\N,\N,\N,\N,\N,\N
1138,random_actions,random_actions,150,1,0,1979,1153,0,53,108,2.3833333253860474,1.9238093694051106,6,2.3833333253860474,\N,\N,\N,\N,\N,\N,\N,\N,6,1.9238093694051106
1144,random_actions,random_actions,150,1,1,835,1666,0,109,100,0.2638094127178192,1.4942856073379516,\N,\N,\N,\N,\N,\N,\N,\N,5,0.2638094127178192,5,1.4942856073379516
1156,random_actions,random_actions,150,1,1,1497,1918,0,118,102,0,1.4087719917297363,\N,\N,2,1.4087719917297363,2,0,\N,\N,\N,\N,\N,\N
1160,random_actions,random_actions,150,1,0,1421,1344,0,72,107,0,1.4833329916000366,1,0,1,1.4833329916000366,\N,\N,\N,\N,\N,\N,\N,\N
1182,random_actions,random_actions,150,1,1,1767,1843,0,94,116,1.1333334843317668,1.4424764156341552,\N,\N,\N,\N,\N,\N,\N,\N,6,1.1333334843317668,5,1.4424764156341552
1202,random_actions,random_actions,150,1,1,471,836,1,117,112,0.4581820070743561,0,\N,\N,\N,\N,1,0.4581820070743561,\N,\N,\N,\N,1,0
1208,random_actions,random_actions,150,1,1,1740,1934,0,133,105,0,1.3333330154418945,\N,\N,1,1.3333330154418945,1,0,\N,\N,\N,\N,\N,\N
1209,random_actions,random_actions,150,1,0,1197,395,0,123,100,0.16666666915019354,2.309539496898651,3,0.16666666915019354,4,2.309539496898651,\N,\N,\N,\N,\N,\N,\N,\N
1221,random_actions,random_actions,150,1,0,1178,861,1,78,100,1.3125168595995222,2.0482454895973206,\N,\N,6,2.0482454895973206,\N,\N,\N,\N,7,1.3125168595995222,\N,\N
1227,random_actions,random_actions,150,1,0,1413,1309,0,120,100,0.7666666656732559,0.7377776751915613,6,0.7666666656732559,\N,\N,\N,\N,\N,\N,\N,\N,6,0.7377776751915613
1230,random_actions,random_actions,150,1,0,1066,656,0,93,115,0,0.5600000023841858,1,0,\N,\N,\N,\N,1,0.5600000023841858,\N,\N,\N,\N
1236,random_actions,random_actions,150,1,1,642,1709,0,49,103,0,0.7599999904632568,\N,\N,\N,\N,2,0,1,0.7599999904632568,\N,\N,\N,\N
1245,random_actions,random_actions,150,1,0,1074,436,1,118,105,2.399999976158142,0,2,2.399999976158142,\N,\N,\N,\N,3,0,\N,\N,\N,\N
1246,random_actions,random_actions,150,1,1,18,2670,1,148,114,0.8285710215568542,0,\N,\N,1,0,\N,\N,\N,\N,1,0.8285710215568542,\N,\N
1277,random_actions,random_actions,150,1,0,1965,1545,0,83,100,0,1.859047532081604,\N,\N,\N,\N,\N,\N,\N,\N,2,0,2,1.859047532081604
1296,random_actions,random_actions,150,1,0,1714,1625,0,56,100,0.15000000037252903,0.5720000028610229,\N,\N,\N,\N,4,0.15000000037252903,5,0.5720000028610229,\N,\N,\N,\N
1300,random_actions,random_actions,150,1,1,1708,1756,0,90,100,0.46666660308837893,1.409761756658554,5,0.46666660308837893,2,1.8333330154418945,\N,\N,\N,\N,\N,\N,2,0.9861904978752136
1309,random_actions,random_actions,150,1,1,868,1192,0,130,100,0,0.9047620296478271,\N,\N,\N,\N,1,0,\N,\N,\N,\N,1,0.9047620296478271
1330,random_actions,random_actions,150,1,1,524,959,0,56,113,0,0.18000000715255737,\N,\N,\N,\N,\N,\N,1,0.18000000715255737,1,0,\N,\N
1342,random_actions,random_actions,150,1,1,1738,2058,0,123,101,0,0.47545498609542847,\N,\N,\N,\N,\N,\N,1,0.47545498609542847,1,0,\N,\N
1351,random_actions,random_actions,150,1,0,1720,1331,0,137,123,0,1.1523809432983398,1,0,\N,\N,\N,\N,\N,\N,\N,\N,1,1.1523809432983398
1367,random_actions,random_actions,150,1,1,627,693,0,54,100,0,2.8222223917643228,\N,\N,3,2.8222223917643228,4,0,\N,\N,\N,\N,\N,\N
1393,random_actions,random_actions,150,1,1,700,1375,0,125,114,0,0.8414285182952881,\N,\N,\N,\N,2,0,\N,\N,\N,\N,2,0.8414285182952881
1408,random_actions,random_actions,150,1,1,1528,2144,0,75,103,0,0.3854549936950207,\N,\N,\N,\N,2,0,2,0.3854549936950207,\N,\N,\N,\N
1434,random_actions,random_actions,150,1,1,1249,1337,0,135,111,0.41709080040454866,0.614762008190155,\N,\N,\N,\N,5,0.41709080040454866,\N,\N,\N,\N,4,0.614762008190155
1443,random_actions,random_actions,150,1,0,1826,904,0,93,100,0.10000000397364299,0.646666685740153,3,0.10000000397364299,\N,\N,\N,\N,3,0.646666685740153,\N,\N,\N,\N
1459,random_actions,random_actions,150,1,0,1760,560,0,140,104,0,0.7754390239715576,\N,\N,1,0.7754390239715576,\N,\N,\N,\N,1,0,\N,\N
1463,random_actions,random_actions,150,1,1,1136,1191,0,143,114,0,0.856190025806427,1,0,\N,\N,\N,\N,\N,\N,\N,\N,1,0.856190025806427
1466,random_actions,random_actions,150,1,1,671,1172,1,109,100,1.3108774185180665,1.1999999910593033,5,1.3108774185180665,5,1.1999999910593033,\N,\N,\N,\N,\N,\N,\N,\N
1469,random_actions,random_actions,150,1,1,1073,1139,1,97,107,0.01111099993189176,1.3345026175181072,\N,\N,3,1.3345026175181072,\N,\N,\N,\N,3,0.01111099993189176,\N,\N
1524,random_actions,random_actions,150,1,0,1095,513,0,123,101,0,0.4000000059604645,\N,\N,\N,\N,\N,\N,1,0.4000000059604645,1,0,\N,\N
1531,random_actions,random_actions,150,1,1,1244,2095,0,144,110,0.1393940026561419,1.3485714793205261,\N,\N,\N,\N,3,0.1393940026561419,\N,\N,\N,\N,4,1.3485714793205261
1554,random_actions,random_actions,150,1,0,1798,888,0,111,112,0.23333333432674408,0.6885715052485466,3,0.23333333432674408,\N,\N,\N,\N,\N,\N,\N,\N,4,0.6885715052485466
1564,random_actions,random_actions,150,1,1,1117,1915,0,75,100,0,1.5714290142059326,\N,\N,\N,\N,\N,\N,\N,\N,1,0,1,1.5714290142059326
1573,random_actions,random_actions,150,1,0,1591,1099,0,138,100,0.9173334121704102,1.0571432188153267,\N,\N,\N,\N,\N,\N,\N,\N,5,0.9173334121704102,4,1.0571432188153267
1587,random_actions,random_actions,150,1,0,1543,1213,0,123,104,0,1.5219049453735352,\N,\N,\N,\N,\N,\N,\N,\N,1,0,1,1.5219049453735352
1601,random_actions,random_actions,150,1,0,1385,1296,0,147,104,1.049999992052714,1.7349660055977958,6,1.049999992052714,\N,\N,\N,\N,\N,\N,\N,\N,7,1.7349660055977958
1605,random_actions,random_actions,150,1,0,1304,1225,0,103,116,0,0.6761900186538696,\N,\N,\N,\N,1,0,\N,\N,\N,\N,1,0.6761900186538696
1610,random_actions,random_actions,150,1,1,912,1513,0,79,100,0.26152379959821703,0.5726986676454544,\N,\N,\N,\N,\N,\N,\N,\N,5,0.26152379959821703,6,0.5726986676454544
1636,random_actions,random_actions,150,1,1,1261,1280,0,105,106,0.12999999523162842,0.6739683349927267,\N,\N,\N,\N,4,0.12999999523162842,\N,\N,\N,\N,3,0.6739683349927267
1638,random_actions,random_actions,150,1,1,610,1080,0,107,120,0,1.8857139945030212,\N,\N,\N,\N,\N,\N,\N,\N,2,0,2,1.8857139945030212
1642,random_actions,random_actions,150,1,0,1547,1445,0,112,100,0.8125000093132257,2.246198852856954,8,0.8125000093132257,6,2.246198852856954,\N,\N,\N,\N,\N,\N,\N,\N
1653,random_actions,random_actions,150,1,0,1929,887,0,144,107,0,0.22818200290203094,\N,\N,\N,\N,2,0,2,0.22818200290203094,\N,\N,\N,\N
1662,random_actions,random_actions,150,1,1,757,2074,0,76,100,2.6599999904632567,1.805714201927185,5,2.6599999904632567,\N,\N,\N,\N,\N,\N,\N,\N,5,1.805714201927185
1670,random_actions,random_actions,150,1,0,1550,1061,0,111,101,0.7499999950329462,1.4935237884521484,6,0.7499999950329462,\N,\N,\N,\N,\N,\N,\N,\N,5,1.4935237884521484
1672,random_actions,random_actions,150,1,0,1795,748,0,123,105,0,0.292726993560791,\N,\N,\N,\N,\N,\N,1,0.292726993560791,1,0,\N,\N
1676,random_actions,random_actions,150,1,0,1395,806,0,56,108,0.6272725090384483,1.7714287340641022,\N,\N,\N,\N,4,0.6272725090384483,\N,\N,\N,\N,4,1.7714287340641022
1688,random_actions,random_actions,150,1,1,1541,1903,0,89,100,0,0,\N,\N,1,0,1,0,\N,\N,\N,\N,\N,\N
1703,random_actions,random_actions,150,1,1,969,1956,0,125,104,0,1.5142860412597656,1,0,\N,\N,\N,\N,\N,\N,\N,\N,1,1.5142860412597656
1731,random_actions,random_actions,150,1,0,1198,1174,0,78,108,1.1249999925494194,1.3135415017604828,8,1.1249999925494194,8,1.3135415017604828,\N,\N,\N,\N,\N,\N,\N,\N
1737,random_actions,random_actions,150,1,0,1259,273,0,98,100,2.4136842250823975,0.2931817527860403,5,2.4136842250823975,\N,\N,\N,\N,4,0.2931817527860403,\N,\N,\N,\N
1746,random_actions,random_actions,150,1,1,1509,1866,0,150,113,0,1.457142949104309,\N,\N,\N,\N,1,0,\N,\N,\N,\N,1,1.457142949104309
1765,random_actions,random_actions,150,1,0,1031,333,0,125,128,0.16666674986481667,1.3063493371009827,\N,\N,\N,\N,\N,\N,\N,\N,4,0.16666674986481667,3,1.3063493371009827
1771,random_actions,random_actions,150,1,1,519,789,0,112,129,0.8619047360760825,2.079047577721732,\N,\N,4,2.5916667580604553,\N,\N,\N,\N,7,0.8619047360760825,3,1.3955553372701008
1774,random_actions,random_actions,150,1,0,1980,592,0,117,100,0,2.177777647972107,\N,\N,3,2.177777647972107,\N,\N,\N,\N,3,0,\N,\N
1797,random_actions,random_actions,150,1,1,796,1654,0,143,100,0.16036380156874658,1.1650794943173726,\N,\N,\N,\N,5,0.16036380156874658,\N,\N,\N,\N,6,1.1650794943173726
1802,random_actions,random_actions,150,1,0,901,750,0,101,108,0,1.1233335137367249,\N,\N,\N,\N,\N,\N,\N,\N,2,0,2,1.1233335137367249
1838,random_actions,random_actions,150,1,0,1181,695,0,93,112,0.7210525069385767,2.3309522420167923,8,0.7210525069385767,5,2.8266665935516357,\N,\N,\N,\N,\N,\N,3,1.5047616561253865
1844,random_actions,random_actions,150,1,0,1589,1526,0,114,108,0,0.23954549431800842,\N,\N,\N,\N,\N,\N,2,0.23954549431800842,2,0,\N,\N
1856,random_actions,random_actions,150,1,0,757,446,0,81,115,0,1.885714054107666,\N,\N,\N,\N,1,0,\N,\N,\N,\N,1,1.885714054107666
1869,random_actions,random_actions,150,1,1,1091,1465,0,35,108,0.23333333432674408,1.8095239798227947,\N,\N,\N,\N,3,0.23333333432674408,\N,\N,\N,\N,3,1.8095239798227947
1889,random_actions,random_actions,150,1,0,1905,1292,0,50,130,1.1000000014901161,1.3779590002128057,8,1.1000000014901161,\N,\N,\N,\N,1,0.1599999964237213,\N,\N,6,1.5809521675109863
1891,random_actions,random_actions,150,1,1,1225,1401,0,68,116,0.4222223361333211,1.8095236619313557,\N,\N,\N,\N,\N,\N,\N,\N,3,0.4222223361333211,3,1.8095236619313557
1907,random_actions,random_actions,150,1,1,736,1463,0,73,100,0,0.7785714864730835,\N,\N,\N,\N,2,0,\N,\N,\N,\N,2,0.7785714864730835
1923,random_actions,random_actions,150,1,0,641,465,0,79,108,0.6333333266278108,0.774693706205913,6,0.6333333266278108,\N,\N,\N,\N,1,0.6800000071525574,\N,\N,6,0.7904759893814722
1936,random_actions,random_actions,150,1,1,1444,1996,0,87,102,0,2.8000000715255737,\N,\N,2,2.8000000715255737,2,0,\N,\N,\N,\N,\N,\N
1945,random_actions,random_actions,150,1,0,1466,877,0,73,104,0,2.799999952316284,\N,\N,1,2.799999952316284,1,0,\N,\N,\N,\N,\N,\N
1956,random_actions,random_actions,150,1,1,934,1365,0,85,100,1.462063193321228,1.2453333854675293,\N,\N,\N,\N,\N,\N,\N,\N,6,1.462063193321228,5,1.2453333854675293
1982,random_actions,random_actions,150,1,1,777,1334,0,124,106,0.8999999910593033,0.7788571834564209,4,0.8999999910593033,\N,\N,\N,\N,\N,\N,\N,\N,5,0.7788571834564209
2007,random_actions,random_actions,150,1,1,1000,1051,0,141,103,0,2.700000047683716,1,0,1,2.700000047683716,\N,\N,\N,\N,\N,\N,\N,\N
2033,random_actions,random_actions,150,1,0,1717,936,0,62,116,0.07999999821186066,1.9261905401945114,\N,\N,2,2.8000000715255737,4,0.07999999821186066,\N,\N,\N,\N,2,1.052381008863449
2047,random_actions,random_actions,150,1,0,1529,1388,0,111,101,0,2.680701971054077,1,0,1,2.680701971054077,\N,\N,\N,\N,\N,\N,\N,\N
2053,random_actions,random_actions,150,1,0,1621,893,0,31,100,2.1000000089406967,1.802040730203901,8,2.1000000089406967,\N,\N,\N,\N,\N,\N,\N,\N,7,1.802040730203901
2054,random_actions,random_actions,150,1,0,1203,1050,0,141,100,1.3977776567141216,0.14763619732111694,\N,\N,\N,\N,\N,\N,5,0.14763619732111694,6,1.3977776567141216,\N,\N
2067,random_actions,random_actions,150,1,1,502,1718,1,124,108,1.4300000071525574,1.3917460044225056,\N,\N,\N,\N,\N,\N,\N,\N,6,1.4300000071525574,3,1.3917460044225056
