numberOfTurns,winType,player_1,player_2,groupLossTurn,groupLostPlayer,groupLostUnitType,combinedStat,winner
127.000000,2,85,3126,35.000000,0,3,-3,1
150.000000,1,1451,2188,40.000000,1,1,1,1
150.000000,1,1603,1525,25.000000,1,1,1,0
150.000000,1,959,759,30.000000,1,1,1,0
150.000000,1,812,1944,58.000000,0,1,-1,1
150.000000,1,1047,453,21.000000,1,1,1,0
150.000000,1,1452,664,35.000000,1,1,1,0
150.000000,1,1786,711,40.000000,0,1,-1,0
150.000000,1,732,2470,23.000000,0,1,-1,1
150.000000,1,760,1643,32.000000,1,1,1,1
150.000000,1,1582,439,29.000000,0,1,-1,0
150.000000,1,768,1534,48.000000,0,1,-1,1
150.000000,1,1143,880,32.000000,0,1,-1,0
150.000000,1,1358,1900,32.000000,1,1,1,1
150.000000,1,322,1964,41.000000,0,1,-1,1
150.000000,1,859,899,31.000000,1,1,1,1
150.000000,1,229,1290,36.000000,0,1,-1,1
150.000000,1,720,1655,47.000000,0,3,-3,1
150.000000,1,732,1828,33.000000,0,1,-1,1
150.000000,1,1046,1211,36.000000,1,1,1,1
150.000000,1,1091,1108,41.000000,0,1,-1,1
150.000000,1,960,837,36.000000,1,1,1,0
150.000000,1,1081,508,27.000000,1,1,1,0
150.000000,1,840,1669,37.000000,1,1,1,1
150.000000,1,873,912,38.000000,1,1,1,1
150.000000,1,584,1450,44.000000,1,1,1,1
150.000000,1,1016,600,21.000000,1,1,1,0
150.000000,1,916,1056,35.000000,1,1,1,1
150.000000,1,809,1171,34.000000,0,1,-1,1
150.000000,1,863,1885,28.000000,0,1,-1,1
150.000000,1,182,1081,29.000000,1,1,1,1
150.000000,1,1031,1098,19.000000,1,1,1,1
150.000000,1,1369,1267,31.000000,0,3,-3,0
150.000000,1,1947,1094,36.000000,1,3,3,0
150.000000,1,2383,1093,40.000000,1,1,1,0
150.000000,1,826,1078,26.000000,0,1,-1,1
150.000000,1,1865,989,46.000000,1,1,1,0
150.000000,1,1823,909,37.000000,1,3,3,0
150.000000,1,1281,1132,36.000000,1,1,1,0
150.000000,1,1068,761,17.000000,1,1,1,0
150.000000,1,1093,1197,64.000000,0,1,-1,1
150.000000,1,1691,515,26.000000,1,1,1,0
150.000000,1,1016,1243,26.000000,1,1,1,1
150.000000,1,745,1214,30.000000,1,1,1,1
150.000000,1,1441,826,29.000000,1,1,1,0
150.000000,1,1294,1837,36.000000,1,3,3,1
150.000000,1,2117,1400,67.000000,1,1,1,0
150.000000,1,1812,474,54.000000,1,1,1,0
150.000000,1,1092,551,41.000000,1,3,3,0
150.000000,1,1096,1542,65.000000,0,3,-3,1
150.000000,1,556,671,29.000000,0,1,-1,1
150.000000,1,492,1416,33.000000,0,1,-1,1
150.000000,1,1350,156,37.000000,1,3,3,0
150.000000,1,1064,734,51.000000,1,1,1,0
150.000000,1,843,1771,30.000000,0,1,-1,1
150.000000,1,1102,974,34.000000,0,1,-1,0
150.000000,1,1805,1174,42.000000,1,1,1,0
150.000000,1,2025,1332,38.000000,0,2,-2,0
150.000000,1,1834,456,30.000000,1,1,1,0
150.000000,1,1706,1461,38.000000,1,1,1,0
150.000000,1,2697,1056,29.000000,1,1,1,0
150.000000,1,2012,1560,28.000000,1,1,1,0
150.000000,1,1620,852,44.000000,0,3,-3,0
150.000000,1,572,1993,33.000000,0,1,-1,1
150.000000,1,1703,1040,32.000000,1,1,1,0
150.000000,1,2159,698,50.000000,1,1,1,0
150.000000,1,630,1003,36.000000,1,1,1,1
150.000000,1,1051,1440,43.000000,0,1,-1,1
150.000000,1,1014,1597,29.000000,0,1,-1,1
150.000000,1,1152,1442,30.000000,0,3,-3,1
150.000000,1,1500,1582,59.000000,1,1,1,1
129.000000,2,3813,420,28.000000,1,1,1,0
150.000000,1,1754,722,44.000000,1,1,1,0
150.000000,1,1165,715,28.000000,1,1,1,0
150.000000,1,543,1017,27.000000,1,1,1,1
150.000000,1,1956,1446,37.000000,1,1,1,0
150.000000,1,1456,689,42.000000,1,1,1,0
150.000000,1,1031,2303,27.000000,1,1,1,1
150.000000,1,2056,1033,44.000000,1,1,1,0
150.000000,1,924,1044,41.000000,1,1,1,1
150.000000,1,1240,993,25.000000,0,1,-1,0
150.000000,1,2047,479,36.000000,1,1,1,0
150.000000,1,777,1950,34.000000,0,1,-1,1
150.000000,1,1022,973,28.000000,0,1,-1,0
150.000000,1,933,761,25.000000,1,1,1,0
150.000000,1,1702,870,31.000000,0,1,-1,0
150.000000,1,2134,546,25.000000,1,1,1,0
150.000000,1,1432,1620,26.000000,1,1,1,1
150.000000,1,1862,1068,40.000000,1,1,1,0
150.000000,1,1644,227,42.000000,1,1,1,0
150.000000,1,1363,717,34.000000,0,1,-1,0
150.000000,1,868,307,28.000000,1,1,1,0
150.000000,1,743,1412,50.000000,1,1,1,1
150.000000,1,1489,769,32.000000,1,1,1,0
150.000000,1,1442,790,39.000000,1,3,3,0
150.000000,1,746,1801,18.000000,1,1,1,1
150.000000,1,530,786,48.000000,0,3,-3,1
150.000000,1,1477,1900,30.000000,1,1,1,1
150.000000,1,1748,1390,42.000000,0,1,-1,0
150.000000,1,1844,1224,48.000000,0,1,-1,0
150.000000,1,1835,1525,27.000000,1,1,1,0
150.000000,1,1675,872,31.000000,0,1,-1,0
150.000000,1,1532,1925,44.000000,0,1,-1,1
150.000000,1,841,1745,35.000000,1,1,1,1
150.000000,1,1315,1571,49.000000,0,1,-1,1
150.000000,1,1678,552,47.000000,1,1,1,0
150.000000,1,1472,1967,19.000000,1,1,1,1
150.000000,1,723,1068,43.000000,0,1,-1,1
150.000000,1,1356,1732,33.000000,0,1,-1,1
150.000000,1,1472,880,51.000000,1,1,1,0
150.000000,1,1729,1037,48.000000,0,1,-1,0
150.000000,1,1743,890,54.000000,1,1,1,0
150.000000,1,1195,1383,52.000000,1,1,1,1
150.000000,1,1319,624,30.000000,1,1,1,0
150.000000,1,1272,845,37.000000,1,1,1,0
150.000000,1,547,1952,39.000000,0,1,-1,1
150.000000,1,1698,773,39.000000,1,1,1,0
150.000000,1,1664,1739,40.000000,1,1,1,1
150.000000,1,740,2156,40.000000,0,1,-1,1
150.000000,1,709,1123,42.000000,1,1,1,1
150.000000,1,2360,812,37.000000,1,1,1,0
150.000000,1,1596,1900,37.000000,1,1,1,1
150.000000,1,2029,1063,43.000000,1,1,1,0
150.000000,1,1500,1856,40.000000,0,1,-1,1
150.000000,1,8,1958,51.000000,0,1,-1,1
150.000000,1,211,1930,30.000000,0,1,-1,1
150.000000,1,1331,998,44.000000,1,1,1,0
150.000000,1,1788,1318,39.000000,1,1,1,0
150.000000,1,1245,1838,32.000000,0,1,-1,1
150.000000,1,826,1518,20.000000,0,1,-1,1
150.000000,1,1346,1418,39.000000,0,3,-3,1
150.000000,1,1038,811,49.000000,1,1,1,0
150.000000,1,839,1576,43.000000,0,1,-1,1
150.000000,1,1792,1455,41.000000,1,3,3,0
150.000000,1,1410,1048,58.000000,0,1,-1,0
150.000000,1,1984,1374,32.000000,0,1,-1,0
150.000000,1,1264,1594,23.000000,0,1,-1,1
150.000000,1,1703,748,47.000000,1,1,1,0
150.000000,1,1488,1296,53.000000,0,1,-1,0
150.000000,1,1871,1342,57.000000,1,1,1,0
150.000000,1,1150,1314,40.000000,1,1,1,1
150.000000,1,1021,1172,40.000000,0,1,-1,1
150.000000,1,1545,1926,33.000000,0,1,-1,1
150.000000,1,359,2042,43.000000,1,1,1,1
150.000000,1,1242,1639,30.000000,1,1,1,1
150.000000,1,696,818,35.000000,0,3,-3,1
150.000000,1,1751,560,47.000000,0,3,-3,0
150.000000,1,1043,1502,22.000000,1,1,1,1
150.000000,1,1922,1418,31.000000,0,1,-1,0
150.000000,1,1244,2013,29.000000,1,1,1,1
150.000000,1,1380,1297,38.000000,0,1,-1,0
150.000000,1,1271,631,35.000000,0,3,-3,0
150.000000,1,808,900,54.000000,1,1,1,1
150.000000,1,961,1915,35.000000,0,1,-1,1
150.000000,1,639,2159,51.000000,0,3,-3,1
150.000000,1,1247,555,43.000000,1,1,1,0
150.000000,1,1660,971,21.000000,1,1,1,0
150.000000,1,1119,1753,48.000000,0,3,-3,1
150.000000,1,1535,665,33.000000,0,1,-1,0
150.000000,1,1145,1145,27.000000,0,3,-3,1
150.000000,1,1295,849,46.000000,0,1,-1,0
150.000000,1,1121,694,19.000000,1,1,1,0
150.000000,1,1237,1708,32.000000,1,1,1,1
150.000000,1,2272,1328,45.000000,1,1,1,0
150.000000,1,1183,649,40.000000,0,1,-1,0
150.000000,1,1054,591,42.000000,0,1,-1,0
150.000000,1,1620,1296,26.000000,0,1,-1,0
150.000000,1,1398,719,42.000000,1,3,3,0
150.000000,1,2220,340,32.000000,1,1,1,0
150.000000,1,1178,2213,49.000000,0,1,-1,1
150.000000,1,929,1430,28.000000,1,1,1,1
150.000000,1,1033,825,26.000000,1,1,1,0
150.000000,1,462,1084,27.000000,0,1,-1,1
150.000000,1,1302,875,48.000000,0,1,-1,0
150.000000,1,606,1560,41.000000,0,1,-1,1
150.000000,1,893,1225,41.000000,0,1,-1,1
150.000000,1,2086,629,25.000000,1,1,1,0
150.000000,1,932,1840,44.000000,1,1,1,1
150.000000,1,1128,473,27.000000,1,1,1,0
150.000000,1,1516,926,34.000000,0,3,-3,0
150.000000,1,528,785,27.000000,1,1,1,1
150.000000,1,242,2048,33.000000,0,1,-1,1
150.000000,1,1113,1518,29.000000,0,1,-1,1
150.000000,1,1740,699,34.000000,1,1,1,0
150.000000,1,1813,680,46.000000,1,3,3,0
150.000000,1,1596,622,42.000000,0,2,-2,0
150.000000,1,1057,1224,31.000000,1,1,1,1
150.000000,1,572,1792,35.000000,0,1,-1,1
150.000000,1,479,2210,42.000000,0,3,-3,1
150.000000,1,2065,535,35.000000,0,1,-1,0
150.000000,1,1813,1115,48.000000,1,1,1,0
150.000000,1,885,1149,28.000000,0,1,-1,1
150.000000,1,1122,1284,47.000000,1,1,1,1
150.000000,1,782,1864,40.000000,0,1,-1,1
150.000000,1,1665,1354,30.000000,1,1,1,0
150.000000,1,736,1783,30.000000,1,1,1,1
150.000000,1,745,1087,34.000000,1,1,1,1
150.000000,1,619,888,51.000000,1,2,2,1
150.000000,1,1259,650,33.000000,0,1,-1,0
150.000000,1,1202,1656,45.000000,1,1,1,1
150.000000,1,1492,1708,29.000000,1,1,1,1
150.000000,1,821,1105,36.000000,1,1,1,1
150.000000,1,1454,1001,33.000000,1,1,1,0
150.000000,1,1570,1257,22.000000,1,1,1,0
150.000000,1,1232,1300,35.000000,0,1,-1,1
150.000000,1,2549,296,42.000000,1,3,3,0
150.000000,1,1198,1759,29.000000,0,1,-1,1
150.000000,1,1712,717,41.000000,1,1,1,0
150.000000,1,1716,756,43.000000,1,1,1,0
150.000000,1,561,482,55.000000,0,2,-2,0
150.000000,1,1380,1958,35.000000,0,1,-1,1
150.000000,1,1177,1613,54.000000,0,1,-1,1
150.000000,1,1371,1356,52.000000,1,1,1,0
150.000000,1,1101,761,42.000000,1,3,3,0
150.000000,1,1368,517,45.000000,0,1,-1,0
150.000000,1,1823,685,37.000000,1,1,1,0
150.000000,1,1939,564,44.000000,0,1,-1,0
150.000000,1,880,1715,23.000000,1,1,1,1
150.000000,1,1858,822,22.000000,1,1,1,0
150.000000,1,1773,745,40.000000,0,1,-1,0
150.000000,1,1324,1846,37.000000,1,1,1,1
150.000000,1,1667,648,40.000000,1,1,1,0
150.000000,1,1416,1709,33.000000,1,1,1,1
150.000000,1,755,735,24.000000,0,1,-1,0
150.000000,1,1059,1908,23.000000,1,1,1,1
150.000000,1,1642,1111,16.000000,0,1,-1,0
150.000000,1,566,919,54.000000,1,3,3,1
150.000000,1,1040,1765,39.000000,0,3,-3,1
150.000000,1,732,846,47.000000,1,1,1,1
150.000000,1,1361,970,17.000000,0,1,-1,0
150.000000,1,1327,1331,21.000000,1,1,1,1
150.000000,1,2091,724,44.000000,0,1,-1,0
150.000000,1,983,954,38.000000,0,1,-1,0
150.000000,1,1655,299,31.000000,0,1,-1,0
150.000000,1,727,946,42.000000,1,1,1,1
150.000000,1,862,1849,25.000000,0,1,-1,1
150.000000,1,237,1788,57.000000,0,1,-1,1
150.000000,1,1493,1112,41.000000,1,1,1,0
150.000000,1,854,1763,29.000000,1,1,1,1
150.000000,1,675,1212,32.000000,0,1,-1,1
150.000000,1,1215,1533,27.000000,1,1,1,1
150.000000,1,1641,827,37.000000,1,1,1,0
150.000000,1,1180,1588,31.000000,1,1,1,1
150.000000,1,603,1848,43.000000,0,1,-1,1
150.000000,1,1499,929,34.000000,0,3,-3,0
150.000000,1,928,1105,39.000000,0,3,-3,1
150.000000,1,941,996,32.000000,0,1,-1,1
150.000000,1,2246,491,47.000000,1,2,2,0
150.000000,1,686,2172,23.000000,1,1,1,1
150.000000,1,969,1929,41.000000,0,1,-1,1
150.000000,1,1256,846,28.000000,1,1,1,0
150.000000,1,898,857,32.000000,0,1,-1,0
150.000000,1,1778,1482,44.000000,1,1,1,0
150.000000,1,80,1927,32.000000,0,1,-1,1
150.000000,1,898,1196,26.000000,0,1,-1,1
150.000000,1,1732,531,33.000000,1,1,1,0
150.000000,1,458,1130,40.000000,1,1,1,1
150.000000,1,1315,2123,34.000000,1,1,1,1
150.000000,1,1265,1172,45.000000,0,1,-1,0
150.000000,1,1327,495,53.000000,1,1,1,0
150.000000,1,1037,1414,30.000000,1,1,1,1
150.000000,1,1534,1762,62.000000,0,1,-1,1
150.000000,1,924,1488,28.000000,0,1,-1,1
150.000000,1,1079,2113,33.000000,0,1,-1,1
150.000000,1,1290,906,17.000000,0,1,-1,0
150.000000,1,957,1194,35.000000,0,1,-1,1
115.000000,2,441,3624,36.000000,0,1,-1,1
150.000000,1,1369,1790,30.000000,0,1,-1,1
150.000000,1,1518,738,20.000000,1,1,1,0
150.000000,1,1675,1026,34.000000,1,1,1,0
150.000000,1,982,1616,37.000000,1,3,3,1
150.000000,1,823,1879,47.000000,0,1,-1,1
150.000000,1,1926,1435,42.000000,1,2,2,0
150.000000,1,559,915,36.000000,1,1,1,1
150.000000,1,1459,1259,39.000000,1,1,1,0
150.000000,1,518,1212,50.000000,1,1,1,1
150.000000,1,1591,827,26.000000,1,1,1,0
150.000000,1,769,1456,33.000000,0,1,-1,1
150.000000,1,1402,1919,30.000000,0,1,-1,1
150.000000,1,1601,670,34.000000,1,1,1,0
150.000000,1,851,2147,51.000000,0,1,-1,1
150.000000,1,841,646,30.000000,0,1,-1,0
150.000000,1,308,1627,42.000000,0,1,-1,1
150.000000,1,674,1555,21.000000,0,1,-1,1
150.000000,1,1375,1558,44.000000,0,1,-1,1
150.000000,1,1182,1147,22.000000,0,1,-1,0
150.000000,1,1507,1398,53.000000,0,1,-1,0
150.000000,1,1675,510,28.000000,1,1,1,0
150.000000,1,1839,632,44.000000,1,1,1,0
150.000000,1,1476,1449,24.000000,1,1,1,0
150.000000,1,1273,2229,41.000000,0,1,-1,1
150.000000,1,1239,1547,47.000000,0,2,-2,1
150.000000,1,576,1894,54.000000,1,1,1,1
150.000000,1,1154,155,47.000000,1,1,1,0
150.000000,1,1385,1432,43.000000,0,2,-2,1
150.000000,1,526,1546,44.000000,0,2,-2,1
150.000000,1,1276,739,32.000000,1,1,1,0
150.000000,1,1643,1181,45.000000,0,2,-2,0
150.000000,1,600,991,29.000000,1,1,1,1
150.000000,1,1711,1603,29.000000,1,1,1,0
150.000000,1,909,885,32.000000,1,1,1,0
150.000000,1,729,1118,63.000000,0,1,-1,1
150.000000,1,1214,833,21.000000,0,1,-1,0
150.000000,1,1942,1117,32.000000,1,1,1,0
150.000000,1,860,1923,28.000000,0,1,-1,1
150.000000,1,2180,234,34.000000,1,2,2,0
150.000000,1,984,1062,24.000000,0,1,-1,1
150.000000,1,569,1662,40.000000,0,1,-1,1
150.000000,1,652,1990,26.000000,0,1,-1,1
150.000000,1,595,1411,43.000000,1,3,3,1
150.000000,1,1825,1671,38.000000,1,1,1,0
150.000000,1,1603,1368,36.000000,1,1,1,0
150.000000,1,1145,1342,36.000000,1,1,1,1
150.000000,1,1486,1257,30.000000,1,1,1,0
150.000000,1,2156,499,38.000000,0,1,-1,0
150.000000,1,1052,704,55.000000,0,1,-1,0
150.000000,1,1025,389,21.000000,0,1,-1,0
150.000000,1,1135,1400,19.000000,1,1,1,1
150.000000,1,1795,1748,41.000000,0,1,-1,0
150.000000,1,1909,1307,29.000000,1,3,3,0
150.000000,1,894,1946,31.000000,0,1,-1,1
150.000000,1,1687,796,37.000000,1,1,1,0
150.000000,1,1148,1328,40.000000,1,1,1,1
150.000000,1,694,999,32.000000,1,1,1,1
150.000000,1,1843,164,34.000000,1,1,1,0
150.000000,1,1445,1884,36.000000,1,1,1,1
150.000000,1,1142,1807,27.000000,1,1,1,1
150.000000,1,1620,1407,37.000000,1,1,1,0
150.000000,1,1182,537,36.000000,0,3,-3,0
150.000000,1,1564,1933,27.000000,1,1,1,1
150.000000,1,2062,1339,41.000000,0,3,-3,0
150.000000,1,1303,1226,42.000000,1,1,1,0
150.000000,1,625,2070,41.000000,1,1,1,1
150.000000,1,1494,1585,35.000000,1,1,1,1
150.000000,1,725,1095,54.000000,1,1,1,1
150.000000,1,1681,1721,37.000000,1,1,1,1
150.000000,1,502,2210,33.000000,0,3,-3,1
150.000000,1,1355,1224,40.000000,1,1,1,0
150.000000,1,1389,1600,20.000000,0,1,-1,1
150.000000,1,618,681,43.000000,1,1,1,1
150.000000,1,1534,2050,32.000000,0,1,-1,1
150.000000,1,1271,975,34.000000,0,1,-1,0
150.000000,1,1534,1171,53.000000,1,1,1,0
150.000000,1,1205,890,39.000000,0,1,-1,0
150.000000,1,1357,840,55.000000,1,1,1,0
150.000000,1,1147,1382,26.000000,0,1,-1,1
150.000000,1,1536,1767,32.000000,0,1,-1,1
150.000000,1,1328,1878,51.000000,0,1,-1,1
150.000000,1,1810,659,48.000000,1,1,1,0
150.000000,1,1077,1054,28.000000,0,1,-1,0
150.000000,1,1841,1065,32.000000,1,1,1,0
150.000000,1,923,1379,30.000000,1,1,1,1
150.000000,1,1359,1108,53.000000,0,1,-1,0
150.000000,1,991,538,35.000000,0,1,-1,0
150.000000,1,1422,1726,33.000000,0,1,-1,1
150.000000,1,1108,1114,56.000000,1,1,1,1
150.000000,1,687,1411,34.000000,0,1,-1,1
150.000000,1,1415,770,36.000000,0,1,-1,0
150.000000,1,1473,1246,43.000000,1,1,1,0
150.000000,1,1183,635,28.000000,0,1,-1,0
150.000000,1,1578,1222,61.000000,0,3,-3,0
150.000000,1,1585,989,43.000000,0,3,-3,0
150.000000,1,1508,671,43.000000,1,1,1,0
150.000000,1,872,1580,25.000000,1,1,1,1
150.000000,1,2173,524,27.000000,1,1,1,0
150.000000,1,1619,752,26.000000,1,1,1,0
150.000000,1,1478,879,36.000000,1,1,1,0
150.000000,1,1664,1628,42.000000,1,3,3,0
150.000000,1,796,1383,42.000000,0,1,-1,1
150.000000,1,1837,1412,31.000000,1,1,1,0
150.000000,1,1701,82,41.000000,1,1,1,0
150.000000,1,1467,1494,59.000000,0,3,-3,1
150.000000,1,807,641,69.000000,0,1,-1,0
150.000000,1,1442,1666,37.000000,1,1,1,1
150.000000,1,905,922,28.000000,1,1,1,1
150.000000,1,799,1740,44.000000,0,1,-1,1
150.000000,1,1314,1986,26.000000,0,1,-1,1
150.000000,1,795,1717,35.000000,1,1,1,1
150.000000,1,1428,556,36.000000,1,1,1,0
150.000000,1,1215,1780,47.000000,0,1,-1,1
150.000000,1,578,1383,48.000000,1,3,3,1
150.000000,1,541,2044,41.000000,0,1,-1,1
150.000000,1,694,965,27.000000,1,1,1,1
150.000000,1,1502,864,26.000000,0,1,-1,0
150.000000,1,553,1829,46.000000,0,1,-1,1
150.000000,1,1165,287,33.000000,1,1,1,0
150.000000,1,1325,904,30.000000,1,1,1,0
150.000000,1,1228,1952,43.000000,1,1,1,1
150.000000,1,1580,1690,33.000000,1,1,1,1
150.000000,1,1516,1372,49.000000,1,1,1,0
150.000000,1,657,1252,29.000000,1,1,1,1
150.000000,1,1500,1253,35.000000,1,1,1,0
150.000000,1,1297,2162,51.000000,0,1,-1,1
150.000000,1,1233,1525,38.000000,1,1,1,1
150.000000,1,2255,483,25.000000,0,1,-1,0
150.000000,1,1472,1636,59.000000,0,3,-3,1
150.000000,1,1958,785,27.000000,1,1,1,0
150.000000,1,1252,1569,21.000000,0,1,-1,1
150.000000,1,1229,1168,50.000000,0,1,-1,0
150.000000,1,608,1396,28.000000,0,1,-1,1
150.000000,1,1618,1226,51.000000,1,1,1,0
150.000000,1,1401,1845,34.000000,0,2,-2,1
150.000000,1,1200,1856,50.000000,0,1,-1,1
150.000000,1,1106,1298,56.000000,0,2,-2,1
150.000000,1,741,1202,19.000000,0,1,-1,1
150.000000,1,1473,1454,25.000000,1,1,1,0
150.000000,1,898,627,39.000000,0,1,-1,0
150.000000,1,852,1702,41.000000,0,2,-2,1
150.000000,1,1696,607,35.000000,1,1,1,0
150.000000,1,978,756,40.000000,0,1,-1,0
150.000000,1,1518,1402,28.000000,0,3,-3,0
150.000000,1,579,1230,31.000000,1,1,1,1
150.000000,1,830,979,33.000000,0,1,-1,1
150.000000,1,997,924,40.000000,1,1,1,0
150.000000,1,1119,1855,27.000000,0,1,-1,1
150.000000,1,803,952,45.000000,1,1,1,1
150.000000,1,1207,1615,47.000000,0,1,-1,1
150.000000,1,924,1529,49.000000,1,1,1,1
150.000000,1,570,1701,58.000000,0,3,-3,1
150.000000,1,642,1388,52.000000,1,3,3,1
150.000000,1,1714,1313,17.000000,0,1,-1,0
150.000000,1,1438,564,35.000000,0,1,-1,0
150.000000,1,1322,848,23.000000,1,1,1,0
150.000000,1,750,1317,34.000000,1,1,1,1
150.000000,1,1471,829,39.000000,0,1,-1,0
150.000000,1,785,861,60.000000,1,1,1,1
150.000000,1,1466,1571,39.000000,1,1,1,1
150.000000,1,1939,1112,45.000000,1,1,1,0
150.000000,1,738,1602,35.000000,1,1,1,1
150.000000,1,1781,1185,23.000000,1,1,1,0
150.000000,1,1555,448,40.000000,1,1,1,0
150.000000,1,395,2575,25.000000,0,1,-1,1
150.000000,1,1557,785,36.000000,1,1,1,0
150.000000,1,349,332,45.000000,0,1,-1,0
150.000000,1,1909,1379,41.000000,0,1,-1,0
150.000000,1,1096,1017,17.000000,1,1,1,0
150.000000,1,1656,730,19.000000,0,1,-1,0
150.000000,1,1575,837,16.000000,1,1,1,0
150.000000,1,1271,369,48.000000,1,1,1,0
150.000000,1,1746,752,34.000000,1,1,1,0
150.000000,1,2158,540,25.000000,1,1,1,0
150.000000,1,1612,1710,37.000000,1,1,1,1
150.000000,1,1312,691,42.000000,0,1,-1,0
150.000000,1,648,696,32.000000,1,1,1,1
150.000000,1,940,728,34.000000,1,1,1,0
150.000000,1,739,2177,46.000000,1,1,1,1
150.000000,1,1320,1973,37.000000,1,1,1,1
150.000000,1,1941,605,51.000000,0,1,-1,0
150.000000,1,1236,1827,37.000000,1,1,1,1
150.000000,1,1934,718,34.000000,1,1,1,0
150.000000,1,521,965,32.000000,0,1,-1,1
150.000000,1,441,2284,31.000000,0,1,-1,1
150.000000,1,1450,2119,30.000000,0,1,-1,1
150.000000,1,468,1600,48.000000,0,1,-1,1
150.000000,1,1865,633,41.000000,1,2,2,0
150.000000,1,1944,1327,57.000000,1,3,3,0
150.000000,1,1887,489,41.000000,1,1,1,0
150.000000,1,2064,612,56.000000,1,2,2,0
150.000000,1,1138,697,50.000000,1,1,1,0
150.000000,1,1440,1464,39.000000,0,1,-1,1
150.000000,1,1347,921,29.000000,1,1,1,0
150.000000,1,573,1288,44.000000,1,1,1,1
150.000000,1,2047,1729,36.000000,0,1,-1,0
150.000000,1,775,1697,36.000000,0,1,-1,1
150.000000,1,72,1633,35.000000,0,1,-1,1
150.000000,1,836,1050,35.000000,1,1,1,1
