numberOfTurns,winType,player_0,player_1,unitLossTurn,unitLostPlayer,unitLostType,combinedStat,winner
150.000000,1,470,767,24.000000,1,1,1,1
150.000000,1,1715,1877,28.000000,1,1,1,1
150.000000,1,710,1606,58.000000,1,2,2,1
150.000000,1,656,1868,43.000000,1,2,2,1
114.000000,2,2981,825,32.000000,1,2,2,0
150.000000,1,800,1571,25.000000,1,1,1,1
150.000000,1,1012,1552,58.000000,1,3,3,1
150.000000,1,928,1856,15.000000,1,1,1,1
150.000000,1,454,1235,51.000000,1,1,1,1
150.000000,1,722,1393,35.000000,1,1,1,1
116.000000,2,491,3667,43.000000,1,1,1,1
150.000000,1,534,976,28.000000,1,1,1,1
150.000000,1,640,716,45.000000,1,1,1,1
150.000000,1,392,1518,62.000000,0,1,-1,1
150.000000,1,973,2058,74.000000,1,3,3,1
150.000000,1,386,1101,31.000000,1,1,1,1
150.000000,1,737,1137,25.000000,1,1,1,1
150.000000,1,372,2081,29.000000,1,3,3,1
150.000000,1,220,1995,54.000000,1,3,3,1
150.000000,1,1077,399,30.000000,1,3,3,0
150.000000,1,781,918,31.000000,1,3,3,1
150.000000,1,1129,727,29.000000,1,1,1,0
145.000000,2,410,3866,43.000000,0,1,-1,1
150.000000,1,1105,1834,31.000000,1,1,1,1
150.000000,1,1078,756,42.000000,1,2,2,0
150.000000,1,319,1685,32.000000,1,3,3,1
150.000000,1,1232,621,35.000000,1,1,1,0
150.000000,1,626,861,25.000000,1,1,1,1
150.000000,1,407,1136,28.000000,1,1,1,1
150.000000,1,1014,1437,30.000000,1,1,1,1
150.000000,1,1005,801,38.000000,1,3,3,0
150.000000,1,973,710,35.000000,1,1,1,0
150.000000,1,507,1375,28.000000,1,1,1,1
150.000000,1,338,1018,32.000000,1,1,1,1
150.000000,1,737,1569,28.000000,1,1,1,1
150.000000,1,955,464,31.000000,1,3,3,0
150.000000,1,648,1387,43.000000,1,1,1,1
150.000000,1,366,1416,66.000000,1,3,3,1
150.000000,1,1128,395,24.000000,1,1,1,0
150.000000,1,825,729,46.000000,1,1,1,0
150.000000,1,1359,534,30.000000,1,1,1,0
150.000000,1,908,440,25.000000,1,1,1,0
150.000000,1,558,1864,62.000000,0,1,-1,1
150.000000,1,573,1019,29.000000,1,1,1,1
150.000000,1,400,1167,69.000000,1,1,1,1
150.000000,1,900,1611,53.000000,1,3,3,1
150.000000,1,284,2228,47.000000,1,1,1,1
150.000000,1,280,2191,58.000000,1,1,1,1
150.000000,1,396,2198,60.000000,0,1,-1,1
150.000000,1,1164,312,32.000000,1,1,1,0
150.000000,1,873,1710,32.000000,1,2,2,1
150.000000,1,598,933,32.000000,1,2,2,1
150.000000,1,987,1462,30.000000,1,3,3,1
150.000000,1,660,885,49.000000,1,1,1,1
150.000000,1,555,1723,31.000000,1,1,1,1
150.000000,1,1064,1232,31.000000,1,1,1,1
150.000000,1,399,1690,30.000000,1,1,1,1
150.000000,1,1520,1044,32.000000,1,3,3,0
150.000000,1,509,2074,30.000000,1,1,1,1
150.000000,1,747,2112,35.000000,1,1,1,1
150.000000,1,535,1352,64.000000,1,1,1,1
150.000000,1,937,1259,32.000000,1,1,1,1
150.000000,1,832,632,46.000000,1,1,1,0
150.000000,1,539,1206,95.000000,1,1,1,1
150.000000,1,438,1155,28.000000,1,1,1,1
150.000000,1,780,932,50.000000,1,2,2,1
150.000000,1,550,2106,34.000000,1,1,1,1
150.000000,1,1247,625,29.000000,1,1,1,0
150.000000,1,914,1715,31.000000,1,1,1,1
150.000000,1,663,2038,55.000000,0,1,-1,1
150.000000,1,798,1049,34.000000,1,1,1,1
150.000000,1,863,1277,58.000000,1,1,1,1
150.000000,1,1491,836,31.000000,1,3,3,0
150.000000,1,915,1221,34.000000,1,1,1,1
150.000000,1,375,942,50.000000,1,1,1,1
150.000000,1,1019,2265,37.000000,1,1,1,1
150.000000,1,1307,718,20.000000,1,1,1,0
150.000000,1,1570,58,29.000000,1,1,1,0
150.000000,1,424,1584,20.000000,1,1,1,1
150.000000,1,735,1127,32.000000,1,2,2,1
150.000000,1,422,2348,30.000000,1,1,1,1
150.000000,1,409,2017,36.000000,1,1,1,1
150.000000,1,562,1233,53.000000,1,1,1,1
150.000000,1,383,956,30.000000,1,1,1,1
108.000000,2,2429,1531,37.000000,1,1,1,0
150.000000,1,986,770,25.000000,1,1,1,0
150.000000,1,1143,168,29.000000,1,1,1,0
150.000000,1,759,1848,35.000000,1,1,1,1
150.000000,1,789,1047,48.000000,1,3,3,1
150.000000,1,292,1297,29.000000,1,3,3,1
150.000000,1,658,2288,34.000000,1,3,3,1
150.000000,1,817,1246,53.000000,1,1,1,1
150.000000,1,1095,1067,52.000000,1,2,2,0
150.000000,1,901,1977,31.000000,1,1,1,1
150.000000,1,987,1090,28.000000,1,1,1,1
150.000000,1,1284,1893,32.000000,1,2,2,1
150.000000,1,699,1553,24.000000,1,1,1,1
150.000000,1,365,1459,44.000000,1,3,3,1
150.000000,1,548,812,44.000000,1,1,1,1
150.000000,1,1871,980,28.000000,1,1,1,0
150.000000,1,670,1111,33.000000,1,2,2,1
150.000000,1,484,1287,53.000000,0,1,-1,1
148.000000,2,281,3191,54.000000,1,1,1,1
150.000000,1,492,1906,43.000000,1,1,1,1
150.000000,1,737,1249,24.000000,1,1,1,1
150.000000,1,665,1229,31.000000,1,3,3,1
150.000000,1,770,1685,42.000000,1,1,1,1
150.000000,1,736,1152,74.000000,0,1,-1,1
150.000000,1,1499,1039,38.000000,1,1,1,0
150.000000,1,718,1912,29.000000,1,3,3,1
150.000000,1,581,1043,24.000000,1,1,1,1
150.000000,1,826,961,24.000000,1,1,1,1
150.000000,1,739,1657,25.000000,1,1,1,1
150.000000,1,910,1990,87.000000,1,3,3,1
150.000000,1,986,891,41.000000,1,1,1,0
150.000000,1,319,1481,26.000000,1,3,3,1
150.000000,1,609,1901,50.000000,0,1,-1,1
145.000000,2,3170,368,29.000000,1,1,1,0
150.000000,1,956,1537,29.000000,1,3,3,1
150.000000,1,950,1564,44.000000,1,1,1,1
150.000000,1,267,1977,54.000000,0,1,-1,1
150.000000,1,1909,816,28.000000,1,1,1,0
150.000000,1,586,920,32.000000,1,2,2,1
150.000000,1,801,861,52.000000,1,2,2,1
150.000000,1,721,1118,31.000000,1,1,1,1
150.000000,1,734,1238,30.000000,1,1,1,1
150.000000,1,169,1607,53.000000,1,1,1,1
150.000000,1,1169,947,59.000000,1,3,3,0
150.000000,1,1054,515,39.000000,1,3,3,0
150.000000,1,315,2422,40.000000,1,1,1,1
150.000000,1,949,1421,24.000000,1,1,1,1
150.000000,1,752,978,30.000000,1,1,1,1
150.000000,1,1000,1366,35.000000,1,3,3,1
150.000000,1,808,1874,40.000000,1,1,1,1
141.000000,2,2711,1046,22.000000,1,1,1,0
150.000000,1,844,974,41.000000,1,1,1,1
150.000000,1,441,1906,25.000000,1,1,1,1
150.000000,1,882,1682,34.000000,1,3,3,1
150.000000,1,596,1437,33.000000,1,1,1,1
150.000000,1,951,1179,24.000000,1,1,1,1
150.000000,1,708,1238,33.000000,1,1,1,1
150.000000,1,1282,234,30.000000,1,1,1,0
150.000000,1,591,1038,33.000000,1,3,3,1
150.000000,1,638,1645,31.000000,1,1,1,1
150.000000,1,535,1857,31.000000,1,3,3,1
150.000000,1,923,728,25.000000,1,1,1,0
143.000000,2,3326,226,35.000000,1,1,1,0
