numberOfTurns,winType,player_0,player_1,unitLossTurn,unitLostPlayer,unitLostType,combinedStat,winner
150.000000,1,1239,1505,31.000000,1,1,1,1
112.000000,2,3412,511,30.000000,1,3,3,0
150.000000,1,1268,1833,33.000000,1,1,1,1
150.000000,1,1330,1138,18.000000,1,1,1,0
150.000000,1,1827,905,31.000000,1,1,1,0
150.000000,1,724,2213,18.000000,1,1,1,1
150.000000,1,989,443,23.000000,1,1,1,0
150.000000,1,290,1687,18.000000,1,1,1,1
150.000000,1,1288,858,29.000000,1,1,1,0
150.000000,1,1468,2024,30.000000,1,1,1,1
150.000000,1,655,1083,26.000000,1,1,1,1
150.000000,1,2308,416,29.000000,1,1,1,0
150.000000,1,1793,1302,30.000000,1,3,3,0
150.000000,1,792,1559,25.000000,1,1,1,1
124.000000,2,2982,1016,20.000000,1,1,1,0
150.000000,1,1594,772,30.000000,1,1,1,0
150.000000,1,476,2390,28.000000,1,1,1,1
150.000000,1,1868,1045,28.000000,1,1,1,0
150.000000,1,1284,1600,29.000000,1,1,1,1
150.000000,1,1268,2484,59.000000,0,1,-1,1
150.000000,1,1764,781,42.000000,1,2,2,0
150.000000,1,1258,2665,26.000000,1,1,1,1
150.000000,1,1668,1248,30.000000,1,1,1,0
150.000000,1,1454,1325,32.000000,1,1,1,0
101.000000,2,3059,1052,32.000000,1,1,1,0
150.000000,1,730,1158,32.000000,1,2,2,1
150.000000,1,1106,1139,34.000000,1,3,3,1
150.000000,1,1332,1269,30.000000,1,1,1,0
150.000000,1,311,2706,31.000000,0,1,-1,1
150.000000,1,599,1439,29.000000,1,3,3,1
99.000000,2,2873,964,18.000000,1,1,1,0
150.000000,1,1814,1036,22.000000,1,1,1,0
150.000000,1,881,1177,29.000000,1,1,1,1
150.000000,1,1268,2668,36.000000,1,3,3,1
150.000000,1,929,816,27.000000,1,3,3,0
150.000000,1,1229,2088,29.000000,1,1,1,1
150.000000,1,1605,917,18.000000,1,1,1,0
150.000000,1,834,2078,45.000000,0,1,-1,1
150.000000,1,1295,863,25.000000,1,1,1,0
150.000000,1,730,1415,59.000000,1,1,1,1
85.000000,2,2691,1080,31.000000,1,3,3,0
150.000000,1,1267,2645,31.000000,1,1,1,1
150.000000,1,957,857,23.000000,1,1,1,0
150.000000,1,1888,737,33.000000,1,3,3,0
150.000000,1,954,883,30.000000,1,3,3,0
107.000000,2,3145,707,31.000000,1,3,3,0
150.000000,1,524,1989,18.000000,1,1,1,1
150.000000,1,2095,734,22.000000,1,1,1,0
150.000000,1,3867,691,26.000000,1,1,1,0
150.000000,1,593,1904,25.000000,1,1,1,1
150.000000,1,1271,2159,35.000000,1,3,3,1
102.000000,2,3231,928,18.000000,1,1,1,0
150.000000,1,1265,2052,36.000000,1,2,2,1
150.000000,1,2311,615,47.000000,1,1,1,0
150.000000,1,658,1414,30.000000,1,1,1,1
150.000000,1,1141,2050,33.000000,1,1,1,1
150.000000,1,293,1123,18.000000,1,1,1,1
142.000000,2,3610,722,20.000000,1,1,1,0
102.000000,2,2419,1255,27.000000,1,1,1,0
150.000000,1,1268,2117,20.000000,1,1,1,1
150.000000,1,1467,1062,23.000000,1,1,1,0
150.000000,1,783,2320,51.000000,1,3,3,1
150.000000,1,1553,1034,18.000000,1,1,1,0
150.000000,1,1652,1124,30.000000,1,3,3,0
150.000000,1,1073,1532,27.000000,1,1,1,1
150.000000,1,1257,1470,36.000000,1,3,3,1
150.000000,1,1320,1234,31.000000,1,3,3,0
150.000000,1,1268,2635,33.000000,1,3,3,1
150.000000,1,242,1568,30.000000,1,3,3,1
150.000000,1,1152,2073,33.000000,1,1,1,1
150.000000,1,965,1889,27.000000,1,3,3,1
150.000000,1,1075,2319,18.000000,1,1,1,1
