numberOfTurns,winType,player_0,player_1,unitLossTurn,unitLostPlayer,unitLostType,combinedStat,winner
150.000000,1,1068,2741,44.000000,0,1,-1,1
150.000000,1,1087,2200,68.000000,1,1,1,1
150.000000,1,1152,1913,103.000000,1,1,1,1
150.000000,1,1102,1955,36.000000,0,1,-1,1
150.000000,1,1095,2087,83.000000,1,1,1,1
150.000000,1,1068,2191,36.000000,0,1,-1,1
150.000000,1,1066,2330,37.000000,1,1,1,1
150.000000,1,1090,1970,78.000000,1,3,3,1
150.000000,1,1091,2217,72.000000,1,1,1,1
150.000000,1,1068,2362,48.000000,0,1,-1,1
150.000000,1,1079,2194,32.000000,0,1,-1,1
150.000000,1,1092,2029,79.000000,1,1,1,1
150.000000,1,1068,2718,32.000000,0,1,-1,1
150.000000,1,1109,1894,54.000000,1,1,1,1
150.000000,1,1068,2208,47.000000,1,1,1,1
150.000000,1,1408,1668,79.000000,1,1,1,1
150.000000,1,1162,1831,72.000000,1,2,2,1
150.000000,1,1068,2616,40.000000,0,1,-1,1
150.000000,1,1292,1728,73.000000,1,3,3,1
150.000000,1,1097,2110,53.000000,1,1,1,1
150.000000,1,1089,2667,63.000000,1,1,1,1
150.000000,1,1070,2131,48.000000,0,1,-1,1
150.000000,1,1284,2056,67.000000,1,1,1,1
150.000000,1,1285,2007,52.000000,0,1,-1,1
150.000000,1,1116,1879,79.000000,1,1,1,1
150.000000,1,1099,2117,89.000000,1,1,1,1
150.000000,1,1167,1900,39.000000,1,1,1,1
150.000000,1,1068,2081,32.000000,0,1,-1,1
150.000000,1,1090,2063,30.000000,1,1,1,1
150.000000,1,1068,2326,32.000000,0,1,-1,1
150.000000,1,1112,1876,40.000000,0,1,-1,1
150.000000,1,1091,1930,83.000000,1,1,1,1
150.000000,1,1205,2452,47.000000,1,1,1,1
150.000000,1,1068,2716,32.000000,0,1,-1,1
150.000000,1,1292,2002,65.000000,1,2,2,1
150.000000,1,1078,2051,40.000000,0,1,-1,1
150.000000,1,1105,1890,52.000000,1,3,3,1
150.000000,1,1075,2071,40.000000,1,1,1,1
150.000000,1,1087,2358,126.000000,1,1,1,1
150.000000,1,1064,2876,109.000000,1,1,1,1
150.000000,1,1070,2221,28.000000,0,1,-1,1
150.000000,1,1068,2720,96.000000,1,1,1,1
