1,146,-1920,0,0,-43,-0.5806,
1,147,-1940,0,0,-44,-0.5846,
1,148,-1960,0,0,-44,-0.5846,
1,149,-1980,0,0,-44,-0.5846,
1,150,-1989,0,0,-43,-0.5885,
1,146,-70,0,0,-27,-0.5288,
1,147,-181,0,0,-27,-0.5288,
1,148,-192,0,0,-27,-0.5288,
1,149,-308,0,0,-27,-0.5288,
1,150,-201,0,0,-27,-0.5288,
0,146,1297,0,0,31,0.4627,
0,147,1311,0,0,30,0.4623,
0,148,1326,0,0,30,0.4623,
0,149,1432,0,0,30,0.4623,
0,150,1436,0,0,30,0.4623,
0,146,920,0,0,27,0.5942,
0,147,904,0,0,27,0.5958,
0,148,888,0,0,26,0.5974,
0,149,872,0,0,26,0.5978,
0,150,874,0,0,26,0.5982,
0,146,144,0,0,-14,-0.2384,
0,147,120,0,0,-14,-0.2408,
0,148,104,0,0,-14,-0.2398,
0,149,103,0,0,-14,-0.2388,
0,150,111,0,0,-13,-0.2378,
1,146,123,0,0,22,0.3125,
1,147,219,0,0,22,0.3125,
1,148,221,0,0,23,0.3219,
1,149,-388,0,0,23,0.3229,
1,150,-407,0,0,24,0.3263,
0,146,755,0,0,-9,-0.2308,
0,147,765,0,0,-9,-0.2308,
0,148,775,0,0,-9,-0.2308,
0,149,785,0,0,-9,-0.2308,
0,150,794,0,0,-9,-0.2308,
1,146,-388,0,0,-11,-0.495,
1,147,-353,0,0,-11,-0.495,
1,148,-347,0,0,-11,-0.495,
1,149,-442,0,0,-11,-0.4982,
1,150,-446,0,0,-11,-0.5034,
0,146,296,0,0,-8,-0.1171,
0,147,280,0,0,-8,-0.1171,
0,148,246,0,0,-8,-0.1171,
0,149,219,0,0,-8,-0.1171,
0,150,210,0,0,-10,-0.1234,
0,146,1250,0,0,17,0.375,
0,147,1279,0,0,16,0.3797,
0,148,1305,0,0,16,0.3797,
0,149,1430,0,0,16,0.3797,
0,150,1438,0,0,16,0.3797,
0,146,618,0,0,4,-0.0404,
0,147,606,0,0,4,-0.0404,
0,148,593,0,0,3,-0.0424,
0,149,575,0,0,3,-0.0393,
0,150,566,0,0,3,-0.0393,
0,146,582,0,0,-18,-0.2303,
0,147,461,0,0,-18,-0.2274,
0,148,448,0,0,-18,-0.2274,
0,149,450,0,0,-19,-0.2286,
0,150,572,0,0,-19,-0.2304,
0,146,431,0,0,12,0.0959,
0,147,424,0,0,12,0.0921,
0,148,523,0,0,11,0.0852,
0,149,623,0,0,13,0.0837,
0,150,642,0,0,13,0.0837,
1,146,-732,0,0,-9,-0.1858,
1,147,-752,0,0,-8,-0.1876,
1,148,-860,0,0,-8,-0.1876,
1,149,-971,0,0,-8,-0.1876,
1,150,-975,0,0,-8,-0.1876,
0,146,74,9.600000,0,-6,-0.2239,
0,147,77,9.600000,0,-6,-0.2239,
0,148,88,9.600000,0,-6,-0.2159,
0,149,96,12.800000,0,-6,-0.2159,
0,150,124,16.000000,0,-6,-0.2159,
0,146,54,0,0,-28,-0.384,
0,147,176,0,0,-30,-0.3709,
0,148,173,0,0,-31,-0.3577,
0,149,172,0,0,-31,-0.3508,
0,150,170,0,0,-31,-0.3428,
1,146,-474,0,0,14,0.2025,
1,147,-450,0,0,14,0.2025,
1,148,-634,0,0,14,0.2025,
1,149,-104,0,0,14,0.2025,
1,150,-88,0,0,14,0.2025,
0,146,398,0,0,-8,0.035,
0,147,413,0,0,-8,0.035,
0,148,424,0,0,-8,0.0381,
0,149,437,0,0,-8,0.0381,
0,150,467,0,0,-8,0.0381,
1,146,-1050,0,0,-44,-0.7271,
1,147,-1068,0,0,-49,-0.7508,
1,148,-1060,0,0,-49,-0.7686,
1,149,-1058,0,0,-49,-0.7709,
1,150,-1058,0,0,-49,-0.7732,
0,146,55,0,0,-20,-0.5661,
0,147,48,0,0,-20,-0.5666,
0,148,41,0,0,-24,-0.5724,
0,149,44,0,0,-24,-0.5803,
0,150,43,0,0,-24,-0.5675,
0,146,479,0,0,19,0.1409,
0,147,478,0,0,17,0.136,
0,148,502,0,0,17,0.1302,
0,149,422,0,0,16,0.1293,
0,150,434,0,0,16,0.1293,
0,146,93,0,0,13,0.2021,
0,147,201,0,0,12,0.2011,
0,148,200,0,0,11,0.2004,
0,149,199,0,0,11,0.1989,
0,150,199,0,0,12,0.2043,
0,146,1576,0,0,19,0.1739,
0,147,1542,0,0,19,0.1739,
0,148,1534,0,0,19,0.1739,
0,149,1537,0,0,19,0.1673,
0,150,1548,0,0,17,0.1594,
0,146,1129,0,0,19,0.2301,
0,147,1029,0,0,19,0.2346,
0,148,1037,0,0,19,0.2346,
0,149,932,0,0,19,0.2346,
0,150,932,0,0,18,0.2342,
0,146,375,0,0,-1,-0.0827,
0,147,383,0,0,-1,-0.0827,
0,148,495,0,0,-1,-0.0839,
0,149,507,0,0,-1,-0.0858,
0,150,519,0,0,0,-0.0878,
0,146,738,0,0,5,-0.032,
0,147,779,0,0,5,-0.032,
0,148,787,0,0,5,-0.032,
0,149,797,0,0,5,-0.032,
0,150,725,0,0,5,-0.032,
1,146,-133,0,0,-22,-0.4286,
1,147,-161,0,0,-22,-0.431,
1,148,-173,0,0,-22,-0.431,
1,149,-185,0,0,-22,-0.4276,
1,150,-197,0,0,-22,-0.4241,
1,146,21,0,0,2,0.0884,
1,147,30,0,0,2,0.0951,
1,148,-80,0,0,2,0.1025,
1,149,-86,0,0,1,0.1089,
1,150,-90,0,0,1,0.1051,
1,146,-1828,0,0,-26,-0.3763,
1,147,-1818,0,0,-26,-0.3763,
1,148,-1810,0,0,-26,-0.3763,
1,149,-1810,0,0,-26,-0.3763,
1,150,-1934,0,0,-26,-0.3763,
1,146,-741,0,0,-16,-0.17,
1,147,-846,0,0,-16,-0.1631,
1,148,-859,0,0,-16,-0.1562,
1,149,-897,0,0,-16,-0.1562,
1,150,-1032,0,0,-16,-0.1508,
1,146,-911,0,0,3,-0.0244,
1,147,-883,0,0,3,-0.0164,
1,148,-841,0,0,2,-0.0164,
1,149,-815,0,0,2,-0.0164,
1,150,-825,0,0,2,-0.0164,
1,146,-689,0,0,4,-0.0104,
1,147,-689,0,0,5,0.0002,
1,148,-801,0,0,7,0.0108,
1,149,-788,0,0,6,0.0189,
1,150,-682,0,0,5,0.0212,
1,146,-51,0,0,1,-0.0428,
1,147,-55,0,0,2,-0.0453,
1,148,-155,0,0,3,-0.0489,
1,149,-162,0,0,4,-0.0511,
1,150,-168,0,0,4,-0.0543,
1,146,-1919,0,-33.400000,-39,-0.4732,
1,147,-1429,0,-35.000000,-39,-0.4732,
1,148,-1461,0,-36.600000,-39,-0.4732,
1,149,-1485,0,-36.600000,-39,-0.4732,
1,150,-1483,0,-36.600000,-39,-0.4732,
1,146,-323,0,0,-17,-0.388,
1,147,-351,0,0,-17,-0.388,
1,148,-379,0,0,-19,-0.388,
1,149,-393,0,0,-20,-0.3749,
1,150,-377,0,0,-21,-0.3618,
1,146,-858,0,0,4,-0.0472,
1,147,-972,0,0,4,-0.0509,
1,148,-947,0,0,5,-0.0464,
1,149,-926,0,0,5,-0.0564,
1,150,-898,0,0,5,-0.0546,
1,146,-395,0,0,-28,-0.6493,
1,147,-385,0,0,-28,-0.6493,
1,148,-383,0,0,-28,-0.6493,
1,149,-373,0,0,-28,-0.6493,
1,150,-363,0,0,-28,-0.6493,
0,146,19,0,0,-14,-0.2978,
0,147,35,0,0,-13,-0.2974,
0,148,35,0,0,-14,-0.2965,
0,149,92,0,0,-14,-0.2904,
0,150,48,0,0,-14,-0.2839,
0,146,457,0,0,12,0.276,
0,147,468,0,0,12,0.276,
0,148,485,0,0,11,0.281,
0,149,385,0,0,11,0.2775,
0,150,487,0,0,11,0.2741,
0,146,799,0,0,16,0.317,
0,147,203,0,0,16,0.317,
0,148,211,0,0,16,0.317,
0,149,219,0,0,16,0.32,
0,150,306,0,0,16,0.3229,
0,146,1260,0,0,22,0.4495,
0,147,1280,0,0,21,0.4485,
0,148,1294,0,0,21,0.4486,
0,149,1287,0,0,21,0.4523,
0,150,1268,0,0,21,0.4595,
1,146,-315,0,0,31,0.2719,
1,147,-430,0,0,31,0.2719,
1,148,-445,0,0,31,0.2719,
1,149,-352,0,0,31,0.269,
1,150,-359,0,0,31,0.269,
0,146,198,0,0,31,0.2452,
0,147,214,0,0,31,0.2452,
0,148,332,0,0,31,0.2452,
0,149,323,0,0,31,0.2452,
0,150,207,0,0,31,0.2567,
0,146,712,0,0,14,0.1792,
0,147,707,0,0,14,0.1852,
0,148,714,0,0,14,0.189,
0,149,710,0,0,14,0.1773,
0,150,706,0,0,14,0.1655,
1,146,-125,0,0,-20,-0.177,
1,147,-127,0,0,-20,-0.177,
1,148,-163,0,0,-20,-0.1808,
1,149,-178,0,0,-20,-0.1808,
1,150,-199,0,0,-21,-0.1886,
0,146,357,0,0,3,-0.0226,
0,147,357,0,0,2,-0.0286,
0,148,355,0,0,1,-0.0298,
0,149,354,0,0,0,-0.0344,
0,150,339,0,0,0,-0.0375,
0,146,337,0,0,10,0.1376,
0,147,317,0,0,9,0.1394,
0,148,295,0,0,9,0.1394,
0,149,281,0,0,9,0.1394,
0,150,259,0,0,9,0.1394,
1,146,-260,0,0,-28,-0.4031,
1,147,-261,0,0,-28,-0.4023,
1,148,-249,0,0,-28,-0.4023,
1,149,-253,0,0,-28,-0.4023,
1,150,-369,0,0,-28,-0.4023,
0,146,408,0,0,23,0.4227,
0,147,400,0,0,23,0.4227,
0,148,392,0,0,23,0.4227,
0,149,177,0,0,23,0.4252,
0,150,62,0,0,22,0.4285,
1,146,-736,0,0,-9,-0.1075,
1,147,-748,0,0,-11,-0.1075,
1,148,-752,0,0,-12,-0.1051,
1,149,-755,0,0,-12,-0.1001,
1,150,-646,0,0,-9,-0.0969,
0,146,259,0,0,16,0.2849,
0,147,242,0,0,16,0.2745,
0,148,239,0,0,17,0.252,
0,149,237,0,0,18,0.2468,
0,150,739,0,0,18,0.2388,
