1,random_actions,random_actions,1,1,43,43
2,random_actions,random_actions,1,1,42,49
3,random_actions,random_actions,1,0,43,51
4,random_actions,random_actions,1,0,37,52
5,random_actions,random_actions,1,0,65,48
6,random_actions,random_actions,1,1,53,43
7,random_actions,random_actions,1,0,45,54
8,random_actions,random_actions,1,1,65,51
9,random_actions,random_actions,1,0,45,52
10,random_actions,random_actions,1,1,45,56
11,random_actions,random_actions,1,0,36,35
12,random_actions,random_actions,1,1,56,26
13,random_actions,random_actions,1,1,49,39
14,random_actions,random_actions,1,1,60,28
15,random_actions,random_actions,1,1,53,27
16,random_actions,random_actions,1,0,31,50
17,random_actions,random_actions,1,0,36,46
18,random_actions,random_actions,1,0,45,58
19,random_actions,random_actions,1,1,63,44
20,random_actions,random_actions,1,1,49,57
21,random_actions,random_actions,1,0,52,47
22,random_actions,random_actions,1,0,39,62
23,random_actions,random_actions,1,0,50,47
24,random_actions,random_actions,1,0,28,71
25,random_actions,random_actions,1,0,69,53
26,random_actions,random_actions,1,1,72,16
27,random_actions,random_actions,1,0,33,63
28,random_actions,random_actions,1,0,47,51
29,random_actions,random_actions,1,1,48,52
30,random_actions,random_actions,1,0,60,29
31,random_actions,random_actions,1,0,46,49
32,random_actions,random_actions,1,0,63,47
33,random_actions,random_actions,1,0,34,51
34,random_actions,random_actions,1,1,51,53
35,random_actions,random_actions,1,0,30,55
36,random_actions,random_actions,1,1,64,26
37,random_actions,random_actions,1,1,64,42
38,random_actions,random_actions,1,1,23,30
39,random_actions,random_actions,1,0,40,42
40,random_actions,random_actions,1,0,25,78
41,random_actions,random_actions,1,0,26,62
42,random_actions,random_actions,1,0,35,52
43,random_actions,random_actions,1,1,64,45
44,random_actions,random_actions,1,1,50,39
45,random_actions,random_actions,1,0,54,68
46,random_actions,random_actions,1,0,55,35
47,random_actions,random_actions,1,0,41,49
48,random_actions,random_actions,1,1,49,32
49,random_actions,random_actions,1,0,39,43
50,random_actions,random_actions,1,0,46,43
51,random_actions,random_actions,1,1,48,30
52,random_actions,random_actions,1,0,50,46
53,random_actions,random_actions,1,1,55,27
54,random_actions,random_actions,1,0,51,64
55,random_actions,random_actions,1,0,29,62
56,random_actions,random_actions,1,0,58,43
57,random_actions,random_actions,1,1,69,34
