numberOfTurns,winType,player_1,player_2,groupLossTurn,groupLostPlayer,groupLostUnitType,combinedStat,winner
150.000000,1,868,1343,25.000000,1,1,1,1
85.000000,2,3276,1277,30.000000,0,1,-1,0
77.000000,2,2469,1060,27.000000,1,1,1,0
150.000000,1,1336,1702,36.000000,0,1,-1,1
83.000000,2,2484,1681,27.000000,1,2,2,0
92.000000,2,2184,1325,31.000000,0,1,-1,0
91.000000,2,2612,1415,30.000000,0,1,-1,0
89.000000,2,2144,1271,12.000000,1,1,1,0
150.000000,1,1306,1357,31.000000,1,2,2,1
87.000000,2,2556,1376,27.000000,0,1,-1,0
98.000000,2,2758,1146,31.000000,0,1,-1,0
96.000000,2,2723,1061,25.000000,1,1,1,0
83.000000,2,3094,1176,27.000000,1,1,1,0
86.000000,2,2612,1195,28.000000,1,1,1,0
150.000000,1,1022,1505,29.000000,1,1,1,1
85.000000,2,2505,1384,32.000000,0,1,-1,0
150.000000,1,1358,2251,35.000000,0,1,-1,1
83.000000,2,2598,1453,34.000000,1,2,2,0
80.000000,2,2513,1726,31.000000,1,3,3,0
94.000000,2,2464,1448,25.000000,0,1,-1,0
75.000000,2,2340,1481,28.000000,1,3,3,0
88.000000,2,3468,1276,27.000000,1,1,1,0
87.000000,2,2467,1336,34.000000,1,1,1,0
96.000000,2,2458,1662,25.000000,0,1,-1,0
94.000000,2,2424,1514,32.000000,0,1,-1,0
82.000000,2,2148,1236,30.000000,1,3,3,0
75.000000,2,3049,993,18.000000,1,3,3,0
80.000000,2,2528,1323,17.000000,1,1,1,0
90.000000,2,2824,1252,24.000000,1,1,1,0
90.000000,2,2520,1711,29.000000,0,1,-1,0
90.000000,2,2509,1236,12.000000,1,1,1,0
