1,random_actions,random_actions,150,1,1,917,1088,25,1,Striker,20
2,random_actions,random_actions,150,1,1,1540,1749,23,0,Striker,2
3,random_actions,random_actions,150,1,0,1371,808,53,0,Striker,2
4,random_actions,random_actions,150,1,0,853,631,43,1,Tank,18
5,random_actions,random_actions,150,1,0,1279,1085,44,0,Striker,11
6,random_actions,random_actions,150,1,1,452,1375,37,1,Striker,14
7,random_actions,random_actions,150,1,0,1883,1528,46,0,Striker,8
8,random_actions,random_actions,150,1,1,728,1292,49,0,Striker,2
9,random_actions,random_actions,150,1,0,1041,782,32,1,Striker,17
10,random_actions,random_actions,150,1,1,555,892,25,1,Striker,17
11,random_actions,random_actions,150,1,0,1740,1368,29,1,Striker,14
12,random_actions,random_actions,150,1,1,790,1286,28,0,Striker,5
13,random_actions,random_actions,150,1,1,516,727,24,1,Striker,17
14,random_actions,random_actions,150,1,1,1239,2183,47,0,Controller,7
15,random_actions,random_actions,150,1,1,386,1020,23,0,Striker,8
16,random_actions,random_actions,150,1,0,2050,1373,26,1,Striker,14
17,random_actions,random_actions,150,1,0,1182,847,38,1,Controller,13
18,random_actions,random_actions,150,1,0,1370,966,42,0,Striker,5
19,random_actions,random_actions,150,1,1,947,957,30,0,Striker,11
20,random_actions,random_actions,150,1,1,958,1376,26,1,Striker,23
21,random_actions,random_actions,150,1,0,1696,1064,36,0,Striker,8
22,random_actions,random_actions,150,1,0,958,561,31,1,Striker,17
23,random_actions,random_actions,150,1,0,1406,927,33,1,Striker,17
24,random_actions,random_actions,150,1,0,2200,1307,33,1,Striker,20
25,random_actions,random_actions,150,1,0,1390,1190,35,0,Striker,2
26,random_actions,random_actions,150,1,1,497,2216,38,0,Controller,1
27,random_actions,random_actions,150,1,0,2026,1074,35,1,Controller,13
28,random_actions,random_actions,150,1,0,1452,1269,22,1,Striker,14
29,random_actions,random_actions,150,1,1,959,980,38,1,Striker,20
30,random_actions,random_actions,150,1,0,1466,1163,45,1,Striker,17
31,random_actions,random_actions,150,1,0,1026,593,30,0,Striker,8
32,random_actions,random_actions,150,1,0,1341,840,24,1,Striker,14
33,random_actions,random_actions,150,1,0,1349,470,28,0,Striker,11
34,random_actions,random_actions,150,1,1,1186,1503,41,1,Striker,23
35,random_actions,random_actions,150,1,0,1767,562,36,1,Striker,14
36,random_actions,random_actions,150,1,1,323,1306,48,0,Striker,5
37,random_actions,random_actions,150,1,1,968,1631,29,0,Striker,8
38,random_actions,random_actions,150,1,1,810,830,78,1,Tank,18
39,random_actions,random_actions,150,1,0,1457,668,32,1,Striker,17
40,random_actions,random_actions,150,1,0,2293,414,27,1,Striker,20
41,random_actions,random_actions,150,1,0,1861,799,20,0,Striker,8
42,random_actions,random_actions,150,1,0,1731,1271,32,1,Striker,23
43,random_actions,random_actions,150,1,1,1167,1325,46,0,Striker,2
