118,485,2042,0,150,1,1
119,1483,1377,1,150,1,0
120,652,1881,0,150,1,1
121,1634,723,1,150,1,0
122,1902,493,1,150,1,0
123,658,1112,1,150,1,1
124,2273,588,1,150,1,0
125,1664,884,1,150,1,0
127,717,1683,0,150,1,1
128,781,974,0,150,1,1
129,1662,1212,0,150,1,0
130,824,1679,1,150,1,1
132,1512,1952,0,150,1,1
134,1369,559,1,150,1,0
135,555,1842,0,150,1,1
136,1303,894,1,150,1,0
139,1466,756,0,150,1,0
140,1436,1912,0,150,1,1
142,1529,2045,0,150,1,1
143,1398,1318,1,150,1,0
144,1115,830,0,150,1,0
145,1415,992,1,150,1,0
146,558,1065,0,150,1,1
147,753,578,0,150,1,0
148,1012,1076,0,150,1,1
149,1717,1921,0,150,1,1
150,1977,1225,1,150,1,0
151,892,1836,0,150,1,1
152,1337,2022,0,150,1,1
153,1018,1963,0,150,1,1
154,1064,1485,1,150,1,1
155,976,1348,0,150,1,1
156,2008,459,1,150,1,0
158,2556,8,1,150,1,0
159,446,794,0,150,1,1
160,821,782,1,150,1,0
161,871,915,1,150,1,1
162,1934,1512,1,150,1,0
163,903,162,1,150,1,0
165,873,1827,0,150,1,1
166,869,1372,1,150,1,1
167,1765,834,1,150,1,0
168,1521,629,1,150,1,0
170,981,1148,0,150,1,1
171,1467,1993,1,150,1,1
173,1714,797,0,150,1,0
174,1306,448,1,150,1,0
175,875,1393,0,150,1,1
176,858,1265,0,150,1,1
177,1716,1453,0,150,1,0
178,2115,1283,1,150,1,0
179,1015,1343,0,150,1,1
180,1288,677,0,150,1,0
181,1506,1077,1,150,1,0
182,1373,1695,0,150,1,1
183,1103,780,1,150,1,0
186,1986,1092,1,150,1,0
187,747,1153,1,150,1,1
188,1228,1247,0,150,1,1
189,1609,1163,1,150,1,0
190,1495,1752,1,150,1,1
191,1025,331,0,150,1,0
192,2243,216,1,150,1,0
193,972,776,0,150,1,0
194,1366,932,1,150,1,0
195,1730,1582,0,150,1,0
196,1017,488,0,150,1,0
197,927,346,1,150,1,0
198,711,1701,0,150,1,1
199,986,2078,0,150,1,1
200,905,889,1,150,1,0
201,750,1632,0,150,1,1
202,1006,1100,1,150,1,1
203,1454,922,1,150,1,0
204,1817,461,1,150,1,0
205,837,891,0,150,1,1
206,1724,1751,0,150,1,1
207,1484,1079,0,150,1,0
208,1879,1249,0,150,1,0
209,1993,1276,0,150,1,0
210,1688,847,1,150,1,0
212,1479,1310,1,150,1,0
213,1591,1058,0,150,1,0
214,1282,998,0,150,1,0
215,1453,1081,1,150,1,0
216,891,714,1,150,1,0
217,1202,1498,0,150,1,1
218,1502,1598,0,150,1,1
219,1716,921,1,150,1,0
220,754,1815,0,150,1,1
221,1619,760,1,150,1,0
222,1120,590,1,150,1,0
223,1737,1318,1,150,1,0
224,2150,1195,1,150,1,0
225,771,1376,0,150,1,1
227,1191,1073,1,150,1,0
228,1516,807,1,150,1,0
229,1715,1093,1,150,1,0
230,1334,1430,0,150,1,1
231,1649,548,1,150,1,0
232,1701,1278,1,150,1,0
233,1720,775,1,150,1,0
235,239,1717,1,150,1,1
237,1504,1978,0,150,1,1
239,1379,1524,1,150,1,1
240,1856,1068,0,150,1,0
241,1551,835,1,150,1,0
242,1805,913,1,150,1,0
243,1769,1499,0,150,1,0
244,1316,462,1,150,1,0
245,1547,1623,0,150,1,1
246,52,2872,0,150,1,1
247,1617,725,0,150,1,0
248,1558,1115,1,150,1,0
250,1274,1462,0,150,1,1
251,554,1549,0,150,1,1
252,1498,1704,0,150,1,1
253,1446,1345,0,150,1,0
254,1446,2011,1,150,1,1
255,950,910,1,150,1,0
256,992,1703,0,150,1,1
257,2359,650,1,150,1,0
258,1140,1503,0,150,1,1
259,1930,1448,0,150,1,0
260,1007,1770,1,150,1,1
262,379,890,0,150,1,1
263,773,1922,0,150,1,1
265,686,474,1,150,1,0
266,302,1522,1,150,1,1
267,1610,841,1,150,1,0
268,2247,742,1,150,1,0
269,1765,863,1,150,1,0
270,1772,272,1,150,1,0
271,567,1561,1,150,1,1
272,2014,1327,1,150,1,0
273,971,1492,0,150,1,1
274,2109,1436,1,150,1,0
275,2196,1435,0,150,1,0
276,1743,1420,1,150,1,0
278,1425,1695,0,150,1,1
279,689,1128,1,150,1,1
280,872,1341,0,150,1,1
282,748,1688,0,150,1,1
283,1315,1617,1,150,1,1
284,1663,1421,0,150,1,0
284,1663,1421,1,150,1,0
286,815,1526,1,150,1,1
287,1078,964,0,150,1,0
288,1839,632,1,150,1,0
290,442,1040,1,150,1,1
292,1393,1846,0,150,1,1
293,1378,816,0,150,1,0
294,878,762,0,150,1,0
295,1184,2189,0,150,1,1
296,2132,1329,1,150,1,0
297,1520,1707,0,150,1,1
299,473,1693,0,150,1,1
300,886,1459,0,150,1,1
301,1393,617,1,150,1,0
302,972,1231,1,150,1,1
303,1465,1904,1,150,1,1
304,682,423,1,150,1,0
305,1719,761,1,150,1,0
306,495,1650,0,150,1,1
307,1537,1207,0,150,1,0
308,1108,1599,1,150,1,1
309,1625,1246,1,150,1,0
310,1818,1019,0,150,1,0
311,1745,676,1,150,1,0
312,290,2081,0,150,1,1
313,1084,1661,0,150,1,1
314,1638,899,1,150,1,0
315,638,1350,1,150,1,1
316,1207,536,1,150,1,0
317,1282,1500,1,150,1,1
318,1003,1933,1,150,1,1
319,1279,1106,1,150,1,0
320,1506,512,1,150,1,0
321,1373,211,1,150,1,0
322,1868,860,1,150,1,0
323,2444,407,1,150,1,0
326,630,2177,0,150,1,1
327,940,567,0,150,1,0
328,1658,971,0,150,1,0
330,178,1323,0,150,1,1
331,1203,1267,0,150,1,1
332,1878,1713,1,150,1,0
333,1093,1381,0,150,1,1
334,1232,1866,0,150,1,1
335,472,1718,0,150,1,1
336,174,2219,0,150,1,1
337,1703,618,1,150,1,0
338,1293,2155,0,150,1,1
339,1159,1324,1,150,1,1
340,515,1644,0,150,1,1
342,838,1511,0,150,1,1
343,1357,1432,1,150,1,1
344,538,1683,0,150,1,1
345,1318,965,1,150,1,0
346,1259,1370,1,150,1,1
347,1467,682,0,150,1,0
348,1502,918,0,150,1,0
349,984,1370,0,150,1,1
350,608,988,1,150,1,1
351,614,800,1,150,1,1
353,1318,1312,0,150,1,0
354,1435,774,1,150,1,0
355,480,1868,0,150,1,1
356,1535,1215,1,150,1,0
360,1526,1658,1,150,1,1
361,496,2103,0,150,1,1
362,895,755,0,150,1,0
363,1033,2331,0,150,1,1
364,1725,1266,1,150,1,0
365,1413,570,0,150,1,0
366,794,1242,0,150,1,1
367,855,1104,0,150,1,1
368,1622,717,0,150,1,0
369,1436,1220,1,150,1,0
370,1432,812,1,150,1,0
371,1195,808,0,150,1,0
372,1732,746,1,150,1,0
373,1332,1088,1,150,1,0
374,1500,1720,0,150,1,1
375,1565,1642,1,150,1,1
376,1646,1190,1,150,1,0
377,1588,1753,1,150,1,1
378,1985,998,1,150,1,0
379,1376,1242,1,150,1,0
380,721,1653,0,150,1,1
381,1254,566,0,150,1,0
382,1347,998,1,150,1,0
383,774,988,0,150,1,1
384,1015,1756,0,150,1,1
385,955,1363,1,150,1,1
386,1124,1595,0,150,1,1
387,1019,1556,1,150,1,1
388,1448,1880,0,150,1,1
389,1473,1151,1,150,1,0
390,485,1145,0,150,1,1
392,1934,532,1,150,1,0
393,433,1978,0,150,1,1
394,554,920,0,150,1,1
395,1895,1656,0,150,1,0
397,2016,480,1,150,1,0
398,669,1904,1,150,1,1
399,986,1356,1,150,1,1
400,1456,782,0,150,1,0
402,1144,1554,1,150,1,1
403,1063,1501,0,150,1,1
404,1896,1420,0,150,1,0
405,1860,1134,1,150,1,0
406,1521,2068,0,150,1,1
407,1284,1605,1,150,1,1
409,1657,1895,0,150,1,1
411,507,653,0,150,1,1
413,1671,1212,0,150,1,0
414,1093,907,1,150,1,0
415,2016,483,1,150,1,0
416,1252,918,0,150,1,0
417,1877,1680,0,150,1,0
418,1132,625,0,150,1,0
419,1366,1762,0,150,1,1
420,440,1736,0,150,1,1
421,773,1735,0,150,1,1
422,972,1148,1,150,1,1
424,580,2268,0,150,1,1
425,2131,673,1,150,1,0
426,641,1163,0,150,1,1
427,525,1861,0,150,1,1
428,1559,2057,1,150,1,1
429,275,1640,0,150,1,1
430,143,1226,0,150,1,1
432,1647,1716,1,150,1,1
433,1774,738,1,150,1,0
434,1849,2042,1,150,1,1
435,638,1316,1,150,1,1
436,1492,1802,1,150,1,1
437,773,1175,1,150,1,1
438,1637,1309,1,150,1,0
439,1983,117,1,150,1,0
440,761,1376,1,150,1,1
441,1165,375,1,150,1,0
443,414,894,1,150,1,1
444,1519,837,0,150,1,0
445,776,931,0,150,1,1
446,1442,1734,1,150,1,1
447,870,1038,1,150,1,1
448,1342,1368,0,150,1,1
449,813,1316,0,150,1,1
450,503,1942,0,150,1,1
451,1632,904,1,150,1,0
453,484,1419,0,150,1,1
454,1083,311,1,150,1,0
456,730,1400,1,150,1,1
457,1985,1386,0,150,1,0
458,1331,1822,1,150,1,1
459,1163,1857,0,150,1,1
460,2236,758,1,150,1,0
461,1724,1557,1,150,1,0
462,1595,489,1,150,1,0
463,1519,1039,1,150,1,0
465,1951,1580,1,150,1,0
466,1944,1577,0,150,1,0
467,1311,1251,0,150,1,0
471,1506,445,0,150,1,0
472,730,1111,0,150,1,1
473,1901,481,0,150,1,0
474,554,2226,0,150,1,1
475,1397,264,1,150,1,0
476,1582,1768,1,150,1,1
477,2028,884,0,150,1,0
478,1916,638,1,150,1,0
481,1231,1336,1,150,1,1
482,1089,1118,0,150,1,1
482,1089,1118,1,150,1,1
483,1421,1749,0,150,1,1
484,1167,1550,0,150,1,1
485,2090,1116,1,150,1,0
486,1690,708,1,150,1,0
487,785,1616,0,150,1,1
488,644,1394,0,150,1,1
489,1076,1725,0,150,1,1
490,1869,1165,1,150,1,0
491,1390,641,1,150,1,0
493,633,1415,0,150,1,1
494,1016,1005,1,150,1,0
495,1524,1877,0,150,1,1
496,543,1884,0,150,1,1
497,1018,1531,1,150,1,1
498,747,1181,0,150,1,1
499,868,687,1,150,1,0
500,2168,354,1,150,1,0
501,1308,2048,0,150,1,1
502,1188,1693,0,150,1,1
503,1709,1649,1,150,1,0
504,555,2106,0,150,1,1
505,1149,1009,0,150,1,0
507,1737,1180,0,150,1,0
508,1094,1315,1,150,1,1
509,1473,1110,1,150,1,0
510,1855,156,1,150,1,0
511,1544,1788,0,150,1,1
512,215,1589,1,150,1,1
514,1778,788,1,150,1,0
515,1797,1453,0,150,1,0
517,885,736,0,150,1,0
518,464,1892,0,150,1,1
519,1509,2142,0,150,1,1
520,775,1619,1,150,1,1
521,390,1403,1,150,1,1
522,779,1474,0,150,1,1
523,1371,580,1,150,1,0
524,839,910,1,150,1,1
525,2075,1261,1,150,1,0
528,1520,1143,1,150,1,0
529,1347,1089,0,150,1,0
531,1333,1175,0,150,1,0
532,1319,1655,1,150,1,1
533,1737,1073,1,150,1,0
534,1691,997,1,150,1,0
535,611,737,0,150,1,1
536,1515,1260,1,150,1,0
538,1385,1470,0,150,1,1
539,1279,408,1,150,1,0
541,1086,1760,0,150,1,1
542,1026,1468,0,150,1,1
543,1444,2187,1,150,1,1
544,1470,873,1,150,1,0
546,1467,1485,0,150,1,1
548,680,1473,0,150,1,1
550,1428,1704,1,150,1,1
551,2332,1427,1,150,1,0
552,1390,1443,1,150,1,1
553,1201,841,0,150,1,0
554,622,2111,0,150,1,1
555,1348,1720,0,150,1,1
556,254,2211,0,150,1,1
557,1082,1571,1,150,1,1
558,1007,831,1,150,1,0
559,1873,706,1,150,1,0
560,873,504,1,150,1,0
561,1029,1239,0,150,1,1
562,1522,917,0,150,1,0
563,510,1012,1,150,1,1
564,1280,1731,0,150,1,1
565,926,1110,1,150,1,1
566,1619,1647,1,150,1,1
567,515,1369,1,150,1,1
568,801,1476,0,150,1,1
569,1323,894,0,150,1,0
570,1303,234,1,150,1,0
572,1738,1004,1,150,1,0
573,1232,444,1,150,1,0
574,1746,851,1,150,1,0
576,714,1007,0,150,1,1
577,2096,685,0,150,1,0
578,1399,1524,0,150,1,1
579,473,2102,0,150,1,1
580,1377,1935,0,150,1,1
581,1588,817,0,150,1,0
582,1823,1484,1,150,1,0
583,720,1876,0,150,1,1
584,1250,1581,0,150,1,1
585,183,2069,0,150,1,1
586,1836,879,1,150,1,0
587,1873,1502,0,150,1,0
588,1522,1467,1,150,1,0
589,1952,960,0,150,1,0
590,1248,492,1,150,1,0
592,787,1281,0,150,1,1
593,1686,605,1,150,1,0
594,749,1478,1,150,1,1
595,1491,1725,1,150,1,1
596,450,1687,0,150,1,1
597,1107,2017,0,150,1,1
598,567,1357,0,150,1,1
599,1635,983,1,150,1,0
600,1646,596,1,150,1,0
601,2043,752,1,150,1,0
602,1477,681,1,150,1,0
603,1775,1855,1,150,1,1
604,1002,1582,1,150,1,1
605,1464,1932,0,150,1,1
608,1623,836,1,150,1,0
609,1321,1823,1,150,1,1
610,842,823,1,150,1,0
612,1352,1694,0,150,1,1
613,1433,1081,1,150,1,0
614,1177,421,1,150,1,0
616,881,1487,1,150,1,1
617,477,2554,0,150,1,1
618,1452,1464,1,150,1,1
619,443,1816,0,150,1,1
620,1127,491,1,150,1,0
621,1386,2100,1,150,1,1
622,960,1772,0,150,1,1
623,1646,1306,1,150,1,0
624,957,979,1,150,1,1
625,991,1685,0,150,1,1
626,964,880,0,150,1,0
627,1646,1842,0,150,1,1
628,1681,1652,0,150,1,0
629,670,1313,1,150,1,1
630,643,1478,1,150,1,1
631,799,1637,1,150,1,1
633,503,1698,0,150,1,1
635,1093,917,1,150,1,0
636,1596,1701,1,150,1,1
637,1364,1353,0,150,1,0
637,1364,1353,1,150,1,0
638,1313,1589,0,150,1,1
639,1465,1173,1,150,1,0
640,1004,1105,1,150,1,1
642,1180,1038,0,150,1,0
643,1841,609,1,150,1,0
644,1495,605,1,150,1,0
645,758,681,0,150,1,0
646,1521,1768,0,150,1,1
647,499,1957,0,150,1,1
648,1356,2088,0,150,1,1
650,320,1363,0,150,1,1
651,2135,174,1,150,1,0
652,1587,721,1,150,1,0
653,1149,1855,0,150,1,1
654,1449,2153,0,150,1,1
655,764,1422,0,150,1,1
656,867,522,1,150,1,0
657,1387,1574,1,150,1,1
658,1743,1700,1,150,1,0
660,300,719,0,150,1,1
661,2079,1629,0,150,1,0
662,909,952,0,150,1,1
663,1841,480,1,150,1,0
664,1172,709,1,150,1,0
665,642,511,1,150,1,0
666,1265,585,0,150,1,0
667,1630,1115,1,150,1,0
668,1584,994,0,150,1,0
669,311,1879,0,150,1,1
670,960,1494,1,150,1,1
671,1360,768,1,150,1,0
672,1455,569,1,150,1,0
673,1108,1051,1,150,1,0
674,775,733,0,150,1,0
675,1706,1565,0,150,1,0
678,681,971,0,150,1,1
679,2074,566,1,150,1,0
680,1293,753,1,150,1,0
681,1423,650,0,150,1,0
682,1086,1568,0,150,1,1
683,1241,1468,0,150,1,1
685,647,1123,1,150,1,1
686,822,464,1,150,1,0
687,1146,863,0,150,1,0
688,989,1477,1,150,1,1
689,1252,559,0,150,1,0
690,2281,622,1,150,1,0
691,765,1073,0,150,1,1
692,1582,1679,0,150,1,1
695,1804,467,0,150,1,0
696,504,1756,0,150,1,1
697,1132,1661,0,150,1,1
698,1599,1167,1,150,1,0
699,455,1588,1,150,1,1
700,2353,1053,1,150,1,0
701,708,1395,1,150,1,1
702,1600,1482,1,150,1,0
703,837,873,1,150,1,1
704,1813,1356,1,150,1,0
705,1228,1698,0,150,1,1
706,765,851,1,150,1,1
707,1362,1621,1,150,1,1
708,528,1862,1,150,1,1
709,1711,861,0,150,1,0
711,1317,779,1,150,1,0
712,874,1516,0,150,1,1
713,587,1365,0,150,1,1
714,433,937,1,150,1,1
715,620,752,1,150,1,1
718,1758,1266,1,150,1,0
720,1822,1457,0,150,1,0
721,978,1897,0,150,1,1
723,1607,1543,0,150,1,0
724,668,2097,0,150,1,1
725,902,620,1,150,1,0
726,467,1954,0,150,1,1
727,1145,649,0,150,1,0
728,1430,788,0,150,1,0
729,801,1444,0,150,1,1
730,738,1740,0,150,1,1
731,1213,778,1,150,1,0
732,1352,694,1,150,1,0
733,915,1605,1,150,1,1
734,1043,2202,0,150,1,1
735,1931,1431,1,150,1,0
736,1927,654,1,150,1,0
737,1268,441,1,150,1,0
738,1261,1316,1,150,1,1
739,1640,1118,0,150,1,0
741,1221,1121,0,150,1,0
742,1190,1520,1,150,1,1
743,1575,1248,1,150,1,0
745,2687,580,1,150,1,0
746,1986,720,0,150,1,0
747,691,1555,1,150,1,1
748,496,1298,0,150,1,1
749,1883,1046,0,150,1,0
750,1661,712,0,150,1,0
751,2055,841,1,150,1,0
752,457,1088,1,150,1,1
753,730,1419,0,150,1,1
755,1781,1452,0,150,1,0
755,1781,1452,1,150,1,0
757,1777,994,0,150,1,0
758,741,1987,1,150,1,1
759,708,1240,0,150,1,1
760,816,1674,1,150,1,1
761,1418,1584,0,150,1,1
762,955,1418,1,150,1,1
763,1252,2018,0,150,1,1
764,1728,1064,0,150,1,0
765,1656,536,0,150,1,0
766,1576,1095,0,150,1,0
768,781,1539,1,150,1,1
769,1172,1658,0,150,1,1
770,2092,248,1,150,1,0
772,649,934,1,150,1,1
773,1593,632,1,150,1,0
774,1436,2006,0,150,1,1
776,1722,1599,0,150,1,0
777,1676,1515,1,150,1,0
778,1672,752,0,150,1,0
779,1486,651,0,150,1,0
780,739,1408,0,150,1,1
781,1653,1384,1,150,1,0
782,819,1625,0,150,1,1
784,1478,1533,0,150,1,1
785,1000,807,1,150,1,0
786,1053,2264,0,150,1,1
788,1346,1077,1,150,1,0
789,1763,833,1,150,1,0
790,1112,1242,0,150,1,1
792,759,1275,1,150,1,1
793,1649,969,0,150,1,0
794,1725,946,1,150,1,0
795,1302,672,1,150,1,0
796,356,2044,0,150,1,1
797,1516,1944,0,150,1,1
798,1222,1382,1,150,1,1
799,1351,889,1,150,1,0
801,639,930,0,150,1,1
802,1368,577,1,150,1,0
804,2056,1359,1,150,1,0
805,558,1642,0,150,1,1
806,401,1946,0,150,1,1
807,1589,1379,1,150,1,0
809,1390,1343,0,150,1,0
810,1684,1436,1,150,1,0
811,1052,933,1,150,1,0
812,801,1638,1,150,1,1
813,1992,1520,1,150,1,0
814,1524,1676,0,150,1,1
815,646,942,1,150,1,1
817,756,2173,0,150,1,1
818,1129,642,0,150,1,0
819,944,1348,0,150,1,1
821,764,1636,0,150,1,1
822,497,998,1,150,1,1
823,1894,611,1,150,1,0
824,1637,628,1,150,1,0
825,591,1407,0,150,1,1
828,1160,664,0,150,1,0
829,748,545,0,150,1,0
830,1368,815,1,150,1,0
831,714,1372,1,150,1,1
832,1386,1244,1,150,1,0
833,1438,2116,0,150,1,1
835,663,1708,0,150,1,1
836,2432,745,1,150,1,0
837,2052,1066,1,150,1,0
838,1116,1229,1,150,1,1
839,1320,1437,0,150,1,1
840,1459,659,1,150,1,0
841,2235,751,1,150,1,0
842,1665,1228,0,150,1,0
843,1432,594,1,150,1,0
844,1349,2129,1,150,1,1
845,1872,798,0,150,1,0
847,1741,1533,1,150,1,0
848,727,1741,0,150,1,1
850,1035,1391,0,150,1,1
851,851,1055,1,150,1,1
852,1578,1642,1,150,1,1
853,649,1474,0,150,1,1
854,1968,710,1,150,1,0
855,332,1839,0,150,1,1
856,1512,1985,0,150,1,1
857,861,747,0,150,1,0
859,935,590,0,150,1,0
860,1104,542,1,150,1,0
861,1700,696,0,150,1,0
863,1421,768,0,150,1,0
864,909,1441,1,150,1,1
865,2255,1466,0,150,1,0
867,2158,529,1,150,1,0
868,209,1346,0,150,1,1
870,701,1514,1,150,1,1
871,1904,682,0,150,1,0
872,1290,2210,0,150,1,1
873,1261,2171,0,150,1,1
875,952,1756,0,150,1,1
876,514,1557,0,150,1,1
877,1622,1483,0,150,1,0
878,1699,484,1,150,1,0
880,179,1102,0,150,1,1
881,813,1524,0,150,1,1
882,2264,178,1,150,1,0
883,1267,640,1,150,1,0
884,1457,2120,1,150,1,1
885,1311,549,1,150,1,0
886,478,2049,0,150,1,1
888,1919,727,0,150,1,0
889,1755,1124,1,150,1,0
890,1737,1585,1,150,1,0
891,1972,404,1,150,1,0
892,1837,1446,1,150,1,0
893,1069,633,1,150,1,0
895,884,1163,0,150,1,1
896,1549,1617,0,150,1,1
897,1745,1416,1,150,1,0
898,1640,1526,0,150,1,0
899,874,272,0,150,1,0
900,1956,1136,1,150,1,0
901,911,675,0,150,1,0
902,1236,1049,1,150,1,0
903,535,2175,0,150,1,1
904,1736,1529,0,150,1,0
906,1686,1605,0,150,1,0
907,1592,1015,1,150,1,0
908,1728,1759,0,150,1,1
909,1021,965,0,150,1,0
911,1057,821,0,150,1,0
914,1085,904,1,150,1,0
915,839,646,1,150,1,0
918,1147,1594,0,150,1,1
919,826,731,0,150,1,0
920,1350,2163,0,150,1,1
922,1622,526,0,150,1,0
923,1113,1328,0,150,1,1
924,1872,1475,1,150,1,0
926,1902,1166,0,150,1,0
927,360,1467,0,150,1,1
928,783,1648,1,150,1,1
929,616,894,0,150,1,1
930,785,1801,1,150,1,1
931,951,885,1,150,1,0
932,1287,1516,0,150,1,1
933,882,626,1,150,1,0
934,1822,17,1,150,1,0
936,2209,642,1,150,1,0
937,1479,1134,0,150,1,0
938,1569,1297,1,150,1,0
939,1605,1352,1,150,1,0
940,820,712,0,150,1,0
941,2257,441,0,150,1,0
942,2516,1103,0,150,1,0
943,1268,1050,1,150,1,0
944,1193,574,0,150,1,0
945,1577,1247,1,150,1,0
946,1171,1480,0,150,1,1
947,1376,638,1,150,1,0
949,1393,367,0,150,1,0
950,746,1573,1,150,1,1
951,1987,1336,1,150,1,0
952,1199,870,1,150,1,0
953,814,1111,0,150,1,1
954,732,1949,0,150,1,1
955,1136,1752,0,150,1,1
958,1672,924,1,150,1,0
960,1623,1940,1,150,1,1
961,1270,2331,0,150,1,1
962,1075,737,0,150,1,0
965,879,1242,0,150,1,1
966,813,1389,1,150,1,1
967,960,1547,1,150,1,1
968,1409,736,1,150,1,0
969,1034,1041,1,150,1,1
970,1103,393,1,150,1,0
971,1078,1218,1,150,1,1
972,1775,1515,1,150,1,0
973,1667,1227,1,150,1,0
974,1574,642,1,150,1,0
975,1891,414,1,150,1,0
976,647,1018,0,150,1,1
978,1315,1788,0,150,1,1
979,782,567,1,150,1,0
981,1286,1852,0,150,1,1
982,1647,643,1,150,1,0
983,1961,724,1,150,1,0
984,858,1831,0,150,1,1
985,1103,1859,0,150,1,1
987,783,1006,0,150,1,1
988,935,652,0,150,1,0
989,1250,1641,0,150,1,1
991,1706,563,1,150,1,0
992,1271,1154,0,150,1,0
994,2264,825,1,150,1,0
995,1716,1808,0,150,1,1
996,1541,612,1,150,1,0
997,838,1612,1,150,1,1
998,1874,689,0,150,1,0
999,1518,1586,1,150,1,1
1000,1221,711,1,150,1,0
1001,1676,1360,1,150,1,0
1002,2061,1262,0,150,1,0
1003,572,1967,0,150,1,1
1006,1556,759,0,150,1,0
1008,1111,727,1,150,1,0
1009,1123,645,1,150,1,0
1010,1215,300,1,150,1,0
1011,1672,747,1,150,1,0
1012,1737,1780,0,150,1,1
1014,2092,891,1,150,1,0
1016,604,1063,0,150,1,1
1017,723,1028,0,150,1,1
1018,642,1598,1,150,1,1
1019,1465,1093,1,150,1,0
1020,1381,1714,1,150,1,1
1021,1103,1427,1,150,1,1
1022,1679,1633,1,150,1,0
1023,1727,1340,1,150,1,0
1025,964,722,0,150,1,0
1026,1440,1414,1,150,1,0
1027,1731,1293,1,150,1,0
1028,930,816,1,150,1,0
1029,1018,819,1,150,1,0
1030,964,1522,1,150,1,1
1032,1746,1824,1,150,1,1
1033,1054,1301,0,150,1,1
1034,1082,1771,0,150,1,1
1035,1715,1750,0,150,1,1
1036,1475,1860,0,150,1,1
1037,199,1577,0,150,1,1
1038,1255,1293,0,150,1,1
1039,1233,1629,0,150,1,1
1040,2079,201,1,150,1,0
1042,1276,1225,1,150,1,0
1044,881,146,1,150,1,0
1047,1754,1697,1,150,1,0
1048,1676,489,1,150,1,0
1050,1791,1689,0,150,1,0
1051,853,853,0,150,1,1
1052,1414,1256,1,150,1,0
1053,612,1665,1,150,1,1
1055,878,1006,0,150,1,1
1056,1349,1296,0,150,1,0
1057,176,1918,0,150,1,1
1059,1233,2092,0,150,1,1
1060,279,2290,0,150,1,1
1061,1440,1764,0,150,1,1
1062,1436,1304,1,150,1,0
1063,978,1529,1,150,1,1
1064,1976,845,1,150,1,0
1066,1655,630,0,150,1,0
